N  13,20.0,6.0,MICRO       ,1975.0,1.0,1443.65,1630.42,1813.32,2107.61,2286.28,2621.3,2907.0,3436.4,4018.0,4593.7,5005.6,5125.0,5421.7,5968.1,6271.0,6901.8,6479.2,6452.3,6271.6,6405.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  14,20.0,6.0,MICRO       ,1975.0,1.0,2273.5,2352.84,2629.14,3052.24,3439.48,3705.92,3461.24,3191.68,2831.08,2540.18,2374.22,1519.1,1710.2,3871.0,4010.8,4120.8,4084.2,4330.2,4552.4,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  15,20.0,6.0,MICRO       ,1975.0,1.0,1563.67,1757.13,1990.16,2330.83,2720.18,3039.77,3254.0,3300.5,3519.5,3852.5,3923.0,4301.0,4714.5,5290.5,5995.0,6510.5,6670.0,6941.5,7010.0,7539.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  16,20.0,6.0,MICRO       ,1975.0,1.0,3149.1,3393.8,3756.3,4058.4,4600.58,4886.0,5224.69,4802.58,4872.4,4980.1,5863.9,5514.6,5868.0,5875.89,6658.3,7101.4,7375.8,5748.3,5915.4,5759.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  17,20.0,6.0,MICRO       ,1975.0,1.0,2471.7,2597.5,2929.34,2834.4,3088.2,3453.25,3519.84,3697.7,4048.95,4661.04,5668.75,6147.8,6061.7,5973.15,6259.05,6189.35,5963.7,5454.85,5420.0,5561.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  18,20.0,6.0,MICRO       ,1975.0,1.0,3429.94,3875.12,4419.46,4883.26,5411.2,5852.84,6475.2,5727.6,5958.0,6988.6,6512.4,6482.8,6433.6,9045.38,7062.4,6891.6,6413.6,5775.2,4983.4,4782.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  19,20.0,6.0,MICRO       ,1975.0,1.0,1722.33,1908.19,2095.02,2442.79,2720.92,3324.04,3737.31,4129.66,4634.02,4929.67,4964.15,5478.51,5673.78,5613.33,5751.05,5261.98,6275.53,6026.32,5260.44,6278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  20,20.0,6.0,MICRO       ,1975.0,1.0,1675.65,1870.84,2090.81,2422.31,2785.49,2857.19,3318.5,4095.3,4296.5,4808.26,5037.62,7432.37,9712.9,9902.0,10045.3,10056.3,8687.2,8423.0,7742.5,7399.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  21,20.0,6.0,MICRO       ,1975.0,1.0,1938.89,2583.13,2775.33,3132.66,4526.67,6161.95,6833.85,6788.55,7334.6,8165.85,7495.8,7834.55,8585.1,9043.9,9806.85,10774.75,10476.5,11016.0,10540.5,10580.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  22,20.0,6.0,MICRO       ,1975.0,1.0,1210.64,1434.19,1641.39,1899.72,2211.32,2267.91,2250.75,2093.1,2441.31,2774.84,2602.76,2826.0,3494.92,5002.05,5052.8,4512.15,4350.8,4609.33,4772.4,5199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  23,20.0,6.0,MICRO       ,1975.0,1.0,1763.8,2005.18,2479.18,2994.02,3700.02,4145.38,3952.68,3382.62,4334.0,6777.4,6279.2,3717.2,3559.6,3358.2,3434.8,3644.2,4183.4,4896.2,4876.4,3502.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  24,20.0,6.0,MICRO       ,1975.0,1.0,1252.44,1536.45,1943.58,2342.37,2588.64,2329.38,2808.72,2808.12,3267.06,4140.12,4590.93,5141.19,5279.97,6049.41,6659.25,6907.26,7032.42,6788.04,8569.5,8602.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  25,20.0,6.0,MICRO       ,1975.0,1.0,1398.02,1636.42,1894.48,2078.1,2459.78,2841.52,3140.22,3137.84,3268.5,3470.22,3659.18,3964.26,4264.36,4863.74,5283.64,5789.4,5862.2,6434.6,6655.4,6970.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  26,20.0,6.0,MICRO       ,1975.0,1.0,2301.45,2656.07,3028.4,3711.2,4381.21,5215.0,4978.0,4644.0,5208.0,5467.0,5718.0,5956.0,6797.0,8529.0,8839.0,8757.0,7748.0,7596.0,7232.0,8216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  27,20.0,6.0,MICRO       ,1975.0,1.0,362.22,434.16,495.96,554.16,655.71,761.55,859.14,989.64,1816.92,1920.66,2016.12,2091.3,2206.68,3205.44,3676.83,4721.37,5243.28,6276.36,7026.27,8885.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  28,20.0,6.0,MICRO       ,1975.0,1.0,1245.08,1474.43,1723.11,2042.25,2333.25,2752.0,3605.5,4046.5,4885.0,6447.5,6472.0,8373.0,8765.5,11467.0,12523.5,12166.0,12881.5,13480.5,7086.5,7598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  29,20.0,6.0,MICRO       ,1975.0,1.0,1344.97,1417.14,1554.67,1740.1,1886.05,2291.72,2387.7,2913.2,3953.4,5362.0,5677.0,6160.0,7157.0,3823.0,4227.0,4481.0,4395.0,4602.0,4829.0,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  30,20.0,6.0,MICRO       ,1975.0,1.0,2258.64,2471.73,2685.13,3062.63,3401.3,3798.52,4131.23,4582.09,4856.5,4485.47,4684.74,4926.51,5028.27,5500.53,6747.02,6775.18,7079.44,7873.68,8304.85,8966.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  31,20.0,6.0,MICRO       ,1975.0,1.0,1822.88,1620.78,2114.17,1857.05,2297.84,2802.01,3647.49,3712.98,4291.95,4906.95,4738.76,5335.95,5774.62,6798.39,7928.83,7751.34,8468.2,9231.5,9811.36,11374.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  32,20.0,6.0,MICRO       ,1975.0,1.0,1718.82,1962.42,2178.76,2488.12,2682.14,2645.94,2752.58,2571.18,2878.18,3138.36,3358.42,3840.68,4730.0,5360.6,5025.0,5062.6,4878.6,5099.6,5050.8,5505.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  33,20.0,6.0,MICRO       ,1975.0,1.0,2009.28,2207.48,2091.58,2349.82,3448.44,3634.06,3063.02,2701.38,3024.48,2650.26,2333.84,2113.08,2710.44,3976.18,4421.52,4417.08,3819.84,3816.98,3472.72,4063.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  34,20.0,6.0,MICRO       ,1975.0,1.0,3637.13,4086.84,4785.57,5166.65,6473.86,8118.37,9262.07,8864.66,7852.3,8329.73,7945.42,7082.5,6992.92,7826.13,8061.94,8551.94,9303.02,9592.14,9611.4,9505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  35,20.0,6.0,MICRO       ,1975.0,1.0,1461.57,1692.5,2193.82,2459.68,3246.8,4748.86,5559.46,5292.42,5029.4,4753.6,4344.6,2897.4,3256.4,3525.2,3070.2,3601.6,3407.4,3500.6,3437.8,3007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  36,20.0,6.0,MICRO       ,1975.0,1.0,48.0,96.04,288.4,351.04,421.44,413.36,449.52,984.52,824.76,1110.8,1724.08,2064.24,2496.48,2960.4,3274.64,3970.12,5589.92,9170.12,8793.24,10438.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  37,20.0,6.0,MICRO       ,1975.0,1.0,80.17,111.61,118.57,139.16,209.91,346.39,387.45,441.35,527.64,842.0,872.97,746.3,872.22,1813.79,2509.23,2835.65,3193.03,3756.92,5400.23,8299.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  38,20.0,6.0,MICRO       ,1975.0,1.0,773.4,939.6,1227.45,1496.3,1855.3,2274.65,2792.2,3346.3,3764.15,4444.55,5150.1,6021.25,6921.2,7745.8,8388.45,8570.2,8858.75,9702.85,11116.85,12344.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  39,20.0,6.0,MICRO       ,1975.0,1.0,565.22,723.86,847.08,968.88,1124.2,1237.3,1275.96,1424.44,1610.44,1826.04,1865.34,2262.4,2931.08,3164.0,3464.8,5180.4,5090.2,5245.8,5217.4,5713.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  40,20.0,6.0,MICRO       ,1975.0,1.0,111.47,122.37,139.4,176.13,229.52,286.32,395.3,569.39,702.57,988.34,1094.23,1671.44,1782.14,2433.18,2825.79,2994.88,3546.68,5304.05,6379.21,7146.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  41,20.0,6.0,MICRO       ,1975.0,1.0,668.98,646.49,830.66,1110.91,1612.53,2296.63,2890.79,2670.83,2545.52,3194.47,3324.34,3378.96,4149.8,5088.46,6462.07,5119.36,4035.35,4815.54,7010.89,4328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  42,20.0,6.0,MICRO       ,1975.0,1.0,657.95,757.65,828.75,942.05,1025.9,1232.7,1649.6,1715.25,1984.7,2084.3,2327.4,2739.95,3206.3,3787.5,3889.0,3926.5,4380.0,4951.0,4854.0,5091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  43,20.0,6.0,MICRO       ,1975.0,1.0,528.39,558.72,622.44,765.06,989.31,1288.8,1753.62,2346.72,2937.15,4029.03,4671.18,5695.14,6775.05,7537.29,8887.5,9787.14,9683.85,10154.67,9313.98,9246.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  44,20.0,6.0,MICRO       ,1975.0,1.0,1608.8,2264.5,2393.6,2781.7,2720.7,2686.0,3010.8,2717.3,3417.7,3981.0,4085.0,4216.1,4750.5,4660.8,4598.9,4356.6,4016.2,4734.0,5037.7,5105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  45,20.0,6.0,MICRO       ,1975.0,1.0,1368.12,1526.97,1788.72,2048.49,2429.43,2826.09,3198.27,3341.76,3358.56,3380.52,3431.37,3934.71,4745.88,5128.11,5434.38,6037.95,6516.51,7095.96,7396.23,7678.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  46,20.0,6.0,MICRO       ,1975.0,1.0,2704.3,3044.7,3180.3,3384.3,3242.35,3312.05,3595.05,3406.8,3505.05,3896.6,3935.15,4323.35,4649.95,5345.25,5383.5,5640.85,5708.2,5906.7,6017.45,6952.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  47,20.0,6.0,MICRO       ,1975.0,1.0,1385.58,1609.68,1921.08,2308.08,2948.7,3969.6,4398.3,4320.0,4745.7,5413.8,6177.0,3402.3,3561.3,4254.0,4734.9,5266.5,5429.7,5457.9,5872.5,6412.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  48,20.0,6.0,MICRO       ,1975.0,1.0,512.66,556.82,630.74,725.78,914.18,1105.7,1321.34,1429.9,1687.08,2001.62,2289.02,2656.78,3313.24,4134.82,5101.18,5934.92,6366.5,6574.92,6989.74,8629.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  49,20.0,6.0,MICRO       ,1975.0,1.0,554.64,648.63,763.32,928.35,1156.8,1375.89,1464.87,1647.9,1815.48,2147.28,2660.25,3055.29,3429.69,5946.81,6402.27,7184.37,7854.54,7973.55,8616.99,8504.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  50,20.0,6.0,MICRO       ,1975.0,1.0,1521.93,1393.16,1542.06,2078.31,2858.9,3754.5,5035.56,4757.83,3889.21,4552.85,4305.41,3991.34,4580.0,5235.6,6167.5,5986.5,5006.5,4556.0,4466.5,4350.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  51,20.0,6.0,MICRO       ,1975.0,1.0,3364.42,3886.82,4183.46,4646.48,5989.52,8095.8,8844.8,6872.4,5468.4,5359.6,8348.4,4870.2,5203.0,5039.2,5888.6,7721.4,7292.2,7492.8,6424.6,6068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  52,20.0,6.0,MICRO       ,1975.0,1.0,1169.7,1336.09,1502.63,1621.38,1785.17,1932.78,2108.35,2255.94,2635.91,3043.16,3582.14,4805.17,5560.5,5959.47,6089.81,6426.15,6852.72,7395.21,8045.42,8543.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  53,20.0,6.0,MICRO       ,1975.0,1.0,1195.13,1180.02,1358.82,1824.94,2678.75,3445.5,4414.75,4320.5,4121.25,4970.0,5399.25,5550.75,6394.5,7624.5,8987.5,9001.75,7292.25,7216.75,7217.0,7242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  54,20.0,6.0,MICRO       ,1975.0,1.0,3607.55,4110.5,4364.1,5732.9,2827.0,3187.15,3570.1,4335.7,4569.05,4872.85,5274.25,5445.35,5630.2,6299.7,6781.45,7420.2,8232.45,8585.2,8170.85,9184.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  55,20.0,6.0,MICRO       ,1975.0,1.0,1443.14,1794.69,2044.6,2455.44,2851.73,3636.5,4426.24,5070.59,5078.37,4593.38,4052.54,3369.58,2798.0,3128.9,3204.4,2357.91,2576.76,2922.0,3391.19,2833.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  56,20.0,6.0,MICRO       ,1975.0,1.0,1262.46,1741.26,2206.08,2772.26,3439.94,3307.2,2287.44,2407.6,2710.18,3409.82,3764.28,4248.94,4593.82,5378.14,7520.38,8417.04,8164.52,8111.18,8383.62,9360.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  57,20.0,6.0,MICRO       ,1975.0,1.0,826.25,1200.55,1232.7,1303.3,1416.2,1619.75,1969.75,2151.75,2288.9,2776.95,2613.2,2887.6,3328.9,3740.15,4334.0,4479.5,5005.35,5873.65,5968.25,7016.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  58,20.0,6.0,MICRO       ,1975.0,1.0,1877.92,2051.82,2239.26,2503.46,2843.2,3059.34,3197.0,3157.4,3178.8,3465.4,3381.0,3760.0,4225.2,4304.6,4937.6,5960.8,6573.6,7488.0,8069.4,9598.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  59,20.0,6.0,MICRO       ,1975.0,1.0,2741.5,2695.8,2869.8,3221.8,3698.7,4120.29,4343.09,4091.5,4010.9,4373.29,4209.9,4548.8,4903.0,4700.0,5103.1,5781.1,6189.1,6599.0,6738.0,7425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  60,20.0,6.0,MICRO       ,1975.0,1.0,5597.45,5438.05,5669.1,6137.25,7866.0,7638.0,8056.7,5632.0,3858.4,3961.05,5494.25,6021.2,6419.85,6565.7,7277.95,7191.25,6512.65,6534.9,6551.0,8267.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  61,20.0,6.0,MICRO       ,1975.0,1.0,1346.81,1550.15,1751.12,1903.71,2192.33,4841.33,5432.19,4908.57,5786.67,7934.0,7320.0,6345.0,8043.0,7592.0,7745.0,8205.0,8636.0,8734.0,8940.0,9608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  62,20.0,6.0,MICRO       ,1975.0,1.0,1523.0,2061.06,2527.62,3041.5,3541.66,3333.28,3924.92,3174.96,3209.44,4651.64,4292.54,4607.46,5534.72,6620.18,7021.66,6923.6,6811.0,7498.4,8495.8,9474.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  63,20.0,6.0,MICRO       ,1975.0,1.0,1136.45,1444.39,1793.85,2252.66,2761.13,2524.01,2711.08,2422.94,2865.01,3575.16,3754.44,3695.14,4142.07,5190.23,5156.69,5225.47,4591.06,5036.13,5587.5,6762.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  64,20.0,6.0,MICRO       ,1975.0,1.0,1617.36,1621.82,1625.72,1632.36,1643.62,1653.32,1677.74,1719.78,1766.72,1806.02,1834.62,1861.7,2218.5,2499.82,2724.56,2914.08,3042.0,3400.68,4276.46,4350.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  65,20.0,6.0,MICRO       ,1975.0,1.0,925.52,1076.18,1243.46,1453.23,1729.3,2062.83,2355.61,2566.91,2824.13,3172.9,3468.37,3865.61,4385.73,4825.11,4851.63,5563.15,6255.27,6941.23,7688.57,8523.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  66,20.0,6.0,MICRO       ,1975.0,1.0,1970.82,2242.64,2576.86,2821.86,3429.98,4033.5,4583.32,4857.72,5161.0,5146.8,5039.6,4741.2,4965.4,5983.8,6086.0,6441.8,6102.0,5690.6,5697.2,5863.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  67,20.0,6.0,MICRO       ,1975.0,1.0,1472.96,1770.67,2223.8,2412.04,2766.68,3320.96,3946.5,4326.54,4656.44,4426.0,4055.8,4320.8,4534.0,4302.8,4452.2,4772.8,4898.4,4851.2,4778.8,4912.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  68,20.0,6.0,MICRO       ,1975.0,1.0,904.41,1482.33,1921.26,2667.57,3368.94,4205.67,5425.62,7447.14,6478.77,6156.09,6044.58,4547.64,6565.89,6352.59,6197.76,8351.82,8716.8,9638.82,9430.02,8999.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  69,20.0,6.0,MICRO       ,1975.0,1.0,4591.48,4939.08,4898.89,4933.19,5165.89,5206.79,5282.09,4611.29,4457.38,4387.3,4742.6,4660.88,4774.8,4448.5,4793.3,4382.1,4128.3,5070.7,5876.7,5782.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  70,20.0,6.0,MICRO       ,1975.0,1.0,1569.52,1731.24,1799.05,1981.95,2309.06,2679.19,2740.13,2662.98,2837.63,3409.36,3268.46,3533.65,3374.84,3610.24,4142.63,4784.77,4729.16,4559.7,4512.97,4294.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  71,20.0,6.0,MICRO       ,1975.0,1.0,1972.24,2180.48,2464.66,2856.1,3040.49,3339.52,3443.23,3471.99,3575.74,6815.37,6098.12,6025.66,6103.3,6699.88,7530.76,8351.41,8655.88,9381.43,9142.76,8963.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  72,20.0,6.0,MICRO       ,1975.0,1.0,3283.94,3633.13,3845.33,4153.08,4949.0,5657.66,6293.11,6228.86,6296.3,6327.8,6916.0,6948.4,7404.2,7429.3,8321.9,8770.7,8756.0,8503.0,8414.5,8786.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  73,20.0,6.0,MICRO       ,1975.0,1.0,440.5,469.46,524.92,575.65,621.98,783.71,820.92,973.56,1283.39,2135.98,2524.0,3034.06,5770.06,5955.4,6145.56,5822.06,6043.04,6296.06,6752.52,7243.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  74,20.0,6.0,MICRO       ,1975.0,1.0,1076.9,1443.0,1941.58,2187.94,2535.48,3410.02,8854.3,9401.96,8169.84,7783.24,5592.72,5130.78,4122.38,4146.7,4308.62,4951.6,4842.88,4731.0,5177.76,5649.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  75,20.0,6.0,MICRO       ,1975.0,1.0,1338.08,1457.19,1601.07,1778.72,2004.8,2435.8,2326.8,2639.5,2836.2,3034.8,4448.1,4552.5,5031.8,6118.1,6548.6,6573.0,6207.0,4222.0,2635.0,2673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  76,20.0,6.0,MICRO       ,1975.0,1.0,383.86,466.67,579.05,731.0,950.0,1168.5,1379.0,1735.0,2080.5,2576.5,2840.0,3143.5,4066.5,3748.5,5037.5,5697.5,5986.5,6850.0,8368.0,9783.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  77,20.0,6.0,MICRO       ,1975.0,1.0,733.81,793.42,859.86,1082.77,1218.32,1478.0,1737.4,2025.2,2553.6,3140.8,3610.4,3878.0,4216.6,4355.4,4692.2,5301.2,5465.0,5169.6,6558.0,6914.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  78,20.0,6.0,MICRO       ,1975.0,1.0,1666.24,1860.86,2029.65,2293.84,2705.6,3135.15,3449.0,3556.0,3797.0,4156.0,4252.0,4567.0,4949.0,5473.0,6246.0,6875.0,7174.0,7262.0,7500.0,7992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  79,20.0,6.0,MICRO       ,1975.0,1.0,2107.82,2155.58,2263.79,2223.1,3283.49,4356.58,5629.3,7502.15,7605.1,6143.5,5814.7,6359.65,6930.5,7911.5,8203.5,9098.5,3828.5,3203.5,3001.5,3365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  80,20.0,6.0,MICRO       ,1975.0,1.0,5097.6,5350.8,5960.0,6410.2,7317.8,7639.8,8121.4,7108.4,6899.0,7088.2,7108.0,6073.6,5919.6,5859.0,6929.8,7320.0,7506.6,6149.0,6322.6,6220.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  81,20.0,6.0,MICRO       ,1975.0,1.0,4603.1,4838.1,4748.0,4445.0,4865.19,5453.5,5633.89,5805.29,6348.39,7260.88,8642.5,9354.88,8961.2,8908.4,9371.6,9197.1,8942.5,8251.4,8047.6,8181.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  82,20.0,6.0,MICRO       ,1975.0,1.0,1274.0,1393.65,1580.44,1752.89,1930.12,2088.87,2278.9,2030.8,2200.3,2658.0,2423.7,2434.5,2363.3,3955.8,2652.4,2678.4,2487.4,2164.1,1845.2,1717.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  83,20.0,6.0,MICRO       ,1975.0,1.0,1093.3,1194.28,1394.76,1644.26,2016.95,2341.53,2615.78,2855.57,2957.14,3196.73,3155.0,3167.98,3247.5,3094.71,3110.79,3272.7,3715.08,3721.51,3928.03,3994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  84,20.0,6.0,MICRO       ,1975.0,1.0,659.94,736.05,818.9,923.36,1087.64,1423.28,1669.6,2256.5,2345.9,2638.2,2836.8,4673.87,5021.4,4960.7,6223.4,6009.8,4951.3,4771.0,4512.2,4531.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  85,20.0,6.0,MICRO       ,1975.0,1.0,1386.75,1855.17,1969.13,2202.72,3212.31,4392.33,4888.69,4803.6,5183.85,5749.35,5236.1,5945.7,6066.25,6387.65,6881.0,7657.65,7811.5,8069.0,7730.0,7769.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  86,20.0,6.0,MICRO       ,1975.0,1.0,1642.15,1956.61,2295.86,2593.29,3003.81,3183.75,3350.94,3225.91,3812.88,4260.7,4108.14,4396.7,5273.58,7328.25,7219.31,6548.4,6621.26,7037.04,7249.14,7830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  87,20.0,6.0,MICRO       ,1975.0,1.0,1102.46,1415.76,1760.96,2196.6,2765.32,2985.72,3016.18,2641.6,3346.8,5351.8,5035.6,2648.6,2659.6,2544.6,2362.8,2487.8,2728.4,3353.0,3031.8,2058.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  88,20.0,6.0,MICRO       ,1975.0,1.0,691.72,839.86,1083.36,1326.82,1555.92,1385.54,1704.08,1737.16,1913.56,2487.28,2696.24,2982.52,3165.84,3580.66,4007.78,4109.02,4325.1,4122.88,5304.48,5445.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
N  89,20.0,6.0,MICRO       ,1975.0,1.0,1509.18,1756.96,2011.22,2286.88,2712.8,3339.92,3678.94,4077.32,4137.56,4302.8,4840.8,5067.32,4996.88,5375.82,5948.76,6644.8,7047.6,7487.6,7803.8,8340.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
