user_id,movie_id,rating,timestamp,title,genres,gender,age,occupation,zip
1,1566,4,978824330,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,F,1,10,48067
1,588,4,978824268,Aladdin (1992),Animation|Children's|Comedy|Musical,F,1,10,48067
1,1907,4,978824330,Mulan (1998),Animation|Children's,F,1,10,48067
1,783,4,978824291,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,F,1,10,48067
1,1836,5,978300172,"Last Days of Disco, The (1998)",Drama,F,1,10,48067
1,1022,5,978300055,Cinderella (1950),Animation|Children's|Musical,F,1,10,48067
1,2762,4,978302091,"Sixth Sense, The (1999)",Thriller,F,1,10,48067
1,150,5,978301777,Apollo 13 (1995),Drama,F,1,10,48067
1,1,5,978824268,Toy Story (1995),Animation|Children's|Comedy,F,1,10,48067
1,1961,5,978301590,Rain Man (1988),Drama,F,1,10,48067
1,1962,4,978301753,Driving Miss Daisy (1989),Drama,F,1,10,48067
1,2692,4,978301570,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,F,1,10,48067
1,260,4,978300760,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,F,1,10,48067
1,1028,5,978301777,Mary Poppins (1964),Children's|Comedy|Musical,F,1,10,48067
1,1029,5,978302205,Dumbo (1941),Animation|Children's|Musical,F,1,10,48067
1,1207,4,978300719,To Kill a Mockingbird (1962),Drama,F,1,10,48067
1,2028,5,978301619,Saving Private Ryan (1998),Action|Drama|War,F,1,10,48067
1,531,4,978302149,"Secret Garden, The (1993)",Children's|Drama,F,1,10,48067
1,3114,4,978302174,Toy Story 2 (1999),Animation|Children's|Comedy,F,1,10,48067
1,608,4,978301398,Fargo (1996),Crime|Drama|Thriller,F,1,10,48067
1,1246,4,978302091,Dead Poets Society (1989),Drama,F,1,10,48067
2,1193,5,978298413,One Flew Over the Cuckoo's Nest (1975),Drama,M,56,16,70072
2,3105,4,978298673,Awakenings (1990),Drama,M,56,16,70072
2,2321,3,978299666,Pleasantville (1998),Comedy,M,56,16,70072
2,1962,5,978298813,Driving Miss Daisy (1989),Drama,M,56,16,70072
2,1207,4,978298478,To Kill a Mockingbird (1962),Drama,M,56,16,70072
2,2028,4,978299773,Saving Private Ryan (1998),Action|Drama|War,M,56,16,70072
2,1246,5,978299418,Dead Poets Society (1989),Drama,M,56,16,70072
2,1357,5,978298709,Shine (1996),Drama|Romance,M,56,16,70072
2,3068,4,978299000,"Verdict, The (1982)",Drama,M,56,16,70072
2,1537,4,978299620,Shall We Dance? (Shall We Dansu?) (1996),Comedy,M,56,16,70072
2,647,3,978299351,Courage Under Fire (1996),Drama|War,M,56,16,70072
2,2194,4,978299297,"Untouchables, The (1987)",Action|Crime|Drama,M,56,16,70072
2,648,4,978299913,Mission: Impossible (1996),Action|Adventure|Mystery,M,56,16,70072
2,2268,5,978299297,"Few Good Men, A (1992)",Crime|Drama,M,56,16,70072
2,2628,3,978300051,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,M,56,16,70072
2,1103,3,978298905,Rebel Without a Cause (1955),Drama,M,56,16,70072
2,2916,3,978299809,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,M,56,16,70072
2,3468,5,978298542,"Hustler, The (1961)",Drama,M,56,16,70072
2,1210,4,978298151,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,M,56,16,70072
2,1792,3,978299941,U.S. Marshalls (1998),Action|Thriller,M,56,16,70072
2,1687,3,978300174,"Jackal, The (1997)",Action|Thriller,M,56,16,70072
2,1213,2,978298458,GoodFellas (1990),Crime|Drama,M,56,16,70072
2,3578,5,978298958,Gladiator (2000),Action|Drama,M,56,16,70072
2,2881,3,978300002,Double Jeopardy (1999),Action|Thriller,M,56,16,70072
2,3030,4,978298434,Yojimbo (1961),Comedy|Drama|Western,M,56,16,70072
2,1217,3,978298151,Ran (1985),Drama|War,M,56,16,70072
2,434,2,978300174,Cliffhanger (1993),Action|Adventure|Crime,M,56,16,70072
2,2126,3,978300123,Snake Eyes (1998),Action|Crime|Mystery|Thriller,M,56,16,70072
2,3107,2,978300002,Backdraft (1991),Action|Drama,M,56,16,70072
2,3108,3,978299712,"Fisher King, The (1991)",Comedy|Drama|Romance,M,56,16,70072
2,3035,4,978298625,Mister Roberts (1955),Comedy|Drama|War,M,56,16,70072
2,1253,3,978299120,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,M,56,16,70072
2,1610,5,978299809,"Hunt for Red October, The (1990)",Action|Thriller,M,56,16,70072
2,292,3,978300123,Outbreak (1995),Action|Drama|Thriller,M,56,16,70072
2,2236,5,978299220,Simon Birch (1998),Drama,M,56,16,70072
2,3071,4,978299120,Stand and Deliver (1987),Drama,M,56,16,70072
2,902,2,978298905,Breakfast at Tiffany's (1961),Drama|Romance,M,56,16,70072
2,368,4,978300002,Maverick (1994),Action|Comedy|Western,M,56,16,70072
2,1259,5,978298841,Stand by Me (1986),Adventure|Comedy|Drama,M,56,16,70072
2,3147,5,978298652,"Green Mile, The (1999)",Drama|Thriller,M,56,16,70072
2,1544,4,978300174,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,M,56,16,70072
2,1293,5,978298261,Gandhi (1982),Drama,M,56,16,70072
2,1188,4,978299620,Strictly Ballroom (1992),Comedy|Romance,M,56,16,70072
2,3255,4,978299321,"League of Their Own, A (1992)",Comedy|Drama,M,56,16,70072
2,3256,2,978299839,Patriot Games (1992),Action|Thriller,M,56,16,70072
2,3257,3,978300073,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,M,56,16,70072
2,110,5,978298625,Braveheart (1995),Action|Drama|War,M,56,16,70072
2,2278,3,978299889,Ronin (1998),Action|Crime|Thriller,M,56,16,70072
2,2490,3,978299966,Payback (1999),Action|Thriller,M,56,16,70072
2,1834,4,978298813,"Spanish Prisoner, The (1997)",Drama|Thriller,M,56,16,70072
2,3471,5,978298814,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,M,56,16,70072
2,589,4,978299773,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,M,56,16,70072
2,1690,3,978300051,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,56,16,70072
2,3654,3,978298814,"Guns of Navarone, The (1961)",Action|Drama|War,M,56,16,70072
2,2852,3,978298958,"Soldier's Story, A (1984)",Drama,M,56,16,70072
2,1945,5,978298458,On the Waterfront (1954),Crime|Drama,M,56,16,70072
2,982,4,978299269,Picnic (1955),Drama,M,56,16,70072
2,1873,4,978298542,"Misérables, Les (1998)",Drama,M,56,16,70072
2,2858,4,978298434,American Beauty (1999),Comedy|Drama,M,56,16,70072
2,1225,5,978298391,Amadeus (1984),Drama,M,56,16,70072
2,515,5,978298542,"Remains of the Day, The (1993)",Drama,M,56,16,70072
2,442,3,978300025,Demolition Man (1993),Action|Sci-Fi,M,56,16,70072
2,2312,3,978299046,Children of a Lesser God (1986),Drama,M,56,16,70072
2,265,4,978299026,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,M,56,16,70072
2,1408,3,978299839,"Last of the Mohicans, The (1992)",Action|Romance|War,M,56,16,70072
2,1084,3,978298813,Bonnie and Clyde (1967),Crime|Drama,M,56,16,70072
2,3699,2,978299173,Starman (1984),Adventure|Drama|Romance|Sci-Fi,M,56,16,70072
2,480,5,978299809,Jurassic Park (1993),Action|Adventure|Sci-Fi,M,56,16,70072
2,1442,4,978299297,Prefontaine (1997),Drama,M,56,16,70072
2,2067,5,978298625,Doctor Zhivago (1965),Drama|Romance|War,M,56,16,70072
2,1265,3,978299712,Groundhog Day (1993),Comedy|Romance,M,56,16,70072
2,1370,5,978299889,Die Hard 2 (1990),Action|Thriller,M,56,16,70072
2,1801,3,978300002,"Man in the Iron Mask, The (1998)",Action|Drama|Romance,M,56,16,70072
2,1372,3,978299941,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,M,56,16,70072
2,2353,4,978299861,Enemy of the State (1998),Action|Thriller,M,56,16,70072
2,3334,4,978298958,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,M,56,16,70072
2,2427,2,978299913,"Thin Red Line, The (1998)",Action|Drama|War,M,56,16,70072
2,590,5,978299083,Dances with Wolves (1990),Adventure|Drama|Western,M,56,16,70072
2,1196,5,978298730,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,M,56,16,70072
2,1552,3,978299941,Con Air (1997),Action|Adventure|Thriller,M,56,16,70072
2,736,4,978300100,Twister (1996),Action|Adventure|Romance|Thriller,M,56,16,70072
2,1198,4,978298124,Raiders of the Lost Ark (1981),Action|Adventure,M,56,16,70072
2,593,5,978298517,"Silence of the Lambs, The (1991)",Drama|Thriller,M,56,16,70072
2,2359,3,978299666,Waking Ned Devine (1998),Comedy,M,56,16,70072
2,95,2,978300143,Broken Arrow (1996),Action|Thriller,M,56,16,70072
2,2717,3,978298196,Ghostbusters II (1989),Comedy|Horror,M,56,16,70072
2,2571,4,978299773,"Matrix, The (1999)",Action|Sci-Fi|Thriller,M,56,16,70072
2,1917,3,978300174,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,M,56,16,70072
2,2396,4,978299641,Shakespeare in Love (1998),Comedy|Romance,M,56,16,70072
2,3735,3,978298814,Serpico (1973),Crime|Drama,M,56,16,70072
2,1953,4,978298775,"French Connection, The (1971)",Action|Crime|Drama|Thriller,M,56,16,70072
2,1597,3,978300025,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,M,56,16,70072
2,3809,3,978299712,What About Bob? (1991),Comedy,M,56,16,70072
2,1954,5,978298841,Rocky (1976),Action|Drama,M,56,16,70072
2,1955,4,978299200,Kramer Vs. Kramer (1979),Drama,M,56,16,70072
2,235,3,978299351,Ed Wood (1994),Comedy|Drama,M,56,16,70072
2,1124,5,978299418,On Golden Pond (1981),Drama,M,56,16,70072
2,1957,5,978298750,Chariots of Fire (1981),Drama,M,56,16,70072
2,163,4,978299809,Desperado (1995),Action|Romance|Thriller,M,56,16,70072
2,21,1,978299839,Get Shorty (1995),Action|Comedy|Drama,M,56,16,70072
2,165,3,978300002,Die Hard: With a Vengeance (1995),Action|Thriller,M,56,16,70072
2,1090,2,978298580,Platoon (1986),Drama|War,M,56,16,70072
2,380,5,978299809,True Lies (1994),Action|Adventure|Comedy|Romance,M,56,16,70072
2,2501,5,978298600,October Sky (1999),Drama,M,56,16,70072
2,349,4,978299839,Clear and Present Danger (1994),Action|Adventure|Thriller,M,56,16,70072
2,457,4,978299773,"Fugitive, The (1993)",Action|Thriller,M,56,16,70072
2,1096,4,978299386,Sophie's Choice (1982),Drama,M,56,16,70072
2,920,5,978298775,Gone with the Wind (1939),Drama|Romance|War,M,56,16,70072
2,459,3,978300002,"Getaway, The (1994)",Action,M,56,16,70072
2,1527,4,978299839,"Fifth Element, The (1997)",Action|Sci-Fi,M,56,16,70072
2,3418,4,978299809,Thelma & Louise (1991),Action|Drama,M,56,16,70072
2,1385,3,978299966,Under Siege (1992),Action,M,56,16,70072
2,3451,4,978298924,Guess Who's Coming to Dinner (1967),Comedy|Drama,M,56,16,70072
2,3095,4,978298517,"Grapes of Wrath, The (1940)",Drama,M,56,16,70072
2,780,3,978299966,Independence Day (ID4) (1996),Action|Sci-Fi|War,M,56,16,70072
2,498,3,978299418,Mr. Jones (1993),Drama|Romance,M,56,16,70072
2,2728,3,978298881,Spartacus (1960),Drama,M,56,16,70072
2,2002,5,978300100,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,M,56,16,70072
2,1784,5,978298841,As Good As It Gets (1997),Comedy|Drama,M,56,16,70072
2,2943,4,978298372,Indochine (1992),Drama|Romance,M,56,16,70072
2,2006,3,978299861,"Mask of Zorro, The (1998)",Action|Adventure|Romance,M,56,16,70072
2,318,5,978298413,"Shawshank Redemption, The (1994)",Drama,M,56,16,70072
2,1968,2,978298881,"Breakfast Club, The (1985)",Comedy|Drama,M,56,16,70072
2,3678,3,978299250,"Man with the Golden Arm, The (1955)",Drama,M,56,16,70072
2,1244,3,978299143,Manhattan (1979),Comedy|Drama|Romance,M,56,16,70072
2,356,5,978299686,Forrest Gump (1994),Comedy|Romance|War,M,56,16,70072
2,1245,2,978299200,Miller's Crossing (1990),Drama,M,56,16,70072
2,3893,1,978299535,Nurse Betty (2000),Comedy|Thriller,M,56,16,70072
2,1247,5,978298652,"Graduate, The (1967)",Drama|Romance,M,56,16,70072
12,1193,4,978220179,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,12,32793
12,2804,5,978220237,"Christmas Story, A (1983)",Comedy|Drama,M,25,12,32793
12,919,5,978220120,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,M,25,12,32793
12,1198,5,978218949,Raiders of the Lost Ark (1981),Action|Adventure,M,25,12,32793
12,593,5,978220193,"Silence of the Lambs, The (1991)",Drama|Thriller,M,25,12,32793
12,1247,3,978220216,"Graduate, The (1967)",Drama|Romance,M,25,12,32793
12,1641,3,978218568,"Full Monty, The (1997)",Comedy,M,25,12,32793
12,1221,5,978218949,"Godfather: Part II, The (1974)",Action|Crime|Drama,M,25,12,32793
12,111,5,978220179,Taxi Driver (1976),Drama|Thriller,M,25,12,32793
12,3265,4,978218916,Hard-Boiled (Lashou shentan) (1992),Action|Crime,M,25,12,32793
12,1233,3,978220120,"Boat, The (Das Boot) (1981)",Action|Drama|War,M,25,12,32793
12,1252,3,978220237,Chinatown (1974),Film-Noir|Mystery|Thriller,M,25,12,32793
12,923,5,978220237,Citizen Kane (1941),Drama,M,25,12,32793
12,858,5,978218949,"Godfather, The (1972)",Action|Crime|Drama,M,25,12,32793
12,3362,3,978220273,Dog Day Afternoon (1975),Comedy|Crime|Drama,M,25,12,32793
12,813,3,978218949,Larger Than Life (1996),Comedy,M,25,12,32793
12,3897,4,978218949,Almost Famous (2000),Comedy|Drama,M,25,12,32793
12,934,2,978218568,Father of the Bride (1950),Comedy,M,25,12,32793
12,3658,4,978220216,Quatermass and the Pit (1967),Sci-Fi,M,25,12,32793
12,1303,4,978218916,"Man Who Would Be King, The (1975)",Adventure,M,25,12,32793
12,999,4,978218568,2 Days in the Valley (1996),Crime,M,25,12,32793
12,2616,1,978218568,Dick Tracy (1990),Action|Crime,M,25,12,32793
12,3785,3,978218568,Scary Movie (2000),Comedy|Horror,M,25,12,32793
15,1193,4,978199279,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,7,22903
15,3408,4,978196499,Erin Brockovich (2000),Drama,M,25,7,22903
15,3105,3,978198125,Awakenings (1990),Drama,M,25,7,22903
15,2321,2,978198301,Pleasantville (1998),Comedy,M,25,7,22903
15,527,4,978197830,Schindler's List (1993),Drama|War,M,25,7,22903
15,2762,4,978196817,"Sixth Sense, The (1999)",Thriller,M,25,7,22903
15,260,4,978212645,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,M,25,7,22903
15,2028,4,978197856,Saving Private Ryan (1998),Action|Drama|War,M,25,7,22903
15,648,4,978212463,Mission: Impossible (1996),Action|Adventure|Mystery,M,25,7,22903
15,2268,4,978196975,"Few Good Men, A (1992)",Crime|Drama,M,25,7,22903
15,2916,4,978197453,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,M,25,7,22903
15,1210,4,978212663,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,M,25,7,22903
15,1213,4,978212141,GoodFellas (1990),Crime|Drama,M,25,7,22903
15,3578,5,978196546,Gladiator (2000),Action|Drama,M,25,7,22903
15,2881,3,978196472,Double Jeopardy (1999),Action|Thriller,M,25,7,22903
15,434,3,978212329,Cliffhanger (1993),Action|Adventure|Crime,M,25,7,22903
15,2126,3,978212274,Snake Eyes (1998),Action|Crime|Mystery|Thriller,M,25,7,22903
15,3108,4,978198616,"Fisher King, The (1991)",Comedy|Drama|Romance,M,25,7,22903
15,1610,4,978198169,"Hunt for Red October, The (1990)",Action|Thriller,M,25,7,22903
15,368,3,978198493,Maverick (1994),Action|Comedy|Western,M,25,7,22903
15,3147,4,978197971,"Green Mile, The (1999)",Drama|Thriller,M,25,7,22903
15,3256,4,978198236,Patriot Games (1992),Action|Thriller,M,25,7,22903
15,110,5,978196933,Braveheart (1995),Action|Drama|War,M,25,7,22903
15,2278,2,978212210,Ronin (1998),Action|Crime|Thriller,M,25,7,22903
15,2490,4,978196741,Payback (1999),Action|Thriller,M,25,7,22903
15,2858,4,978196348,American Beauty (1999),Comedy|Drama,M,25,7,22903
15,442,3,978198790,Demolition Man (1993),Action|Sci-Fi,M,25,7,22903
15,480,4,978197998,Jurassic Park (1993),Action|Adventure|Sci-Fi,M,25,7,22903
15,1265,3,978198201,Groundhog Day (1993),Comedy|Romance,M,25,7,22903
15,1370,4,978198772,Die Hard 2 (1990),Action|Thriller,M,25,7,22903
15,2427,2,978212046,"Thin Red Line, The (1998)",Action|Drama|War,M,25,7,22903
15,1196,4,978212628,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,M,25,7,22903
15,1198,4,978196126,Raiders of the Lost Ark (1981),Action|Adventure,M,25,7,22903
15,593,4,978199279,"Silence of the Lambs, The (1991)",Drama|Thriller,M,25,7,22903
15,2571,4,978197870,"Matrix, The (1999)",Action|Sci-Fi|Thriller,M,25,7,22903
15,2396,4,978196817,Shakespeare in Love (1998),Comedy|Romance,M,25,7,22903
15,1597,4,978212463,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,M,25,7,22903
15,380,3,978197453,True Lies (1994),Action|Adventure|Comedy|Romance,M,25,7,22903
15,2501,4,978198125,October Sky (1999),Drama,M,25,7,22903
15,457,4,978197971,"Fugitive, The (1993)",Action|Thriller,M,25,7,22903
15,1527,4,978198581,"Fifth Element, The (1997)",Action|Sci-Fi,M,25,7,22903
15,3418,3,978198062,Thelma & Louise (1991),Action|Drama,M,25,7,22903
15,780,2,978198735,Independence Day (ID4) (1996),Action|Sci-Fi|War,M,25,7,22903
15,2002,3,978197004,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,M,25,7,22903
15,1784,3,978198125,As Good As It Gets (1997),Comedy|Drama,M,25,7,22903
15,2006,4,978197453,"Mask of Zorro, The (1998)",Action|Adventure|Romance,M,25,7,22903
15,318,4,978197830,"Shawshank Redemption, The (1994)",Drama,M,25,7,22903
15,1968,4,978196188,"Breakfast Club, The (1985)",Comedy|Drama,M,25,7,22903
15,356,4,978198169,Forrest Gump (1994),Comedy|Romance|War,M,25,7,22903
15,3421,4,978196170,Animal House (1978),Comedy,M,25,7,22903
15,3534,3,978196348,28 Days (2000),Comedy,M,25,7,22903
15,104,4,978198235,Happy Gilmore (1996),Comedy,M,25,7,22903
15,2997,2,978196418,Being John Malkovich (1999),Comedy,M,25,7,22903
15,1615,3,978197476,"Edge, The (1997)",Adventure|Thriller,M,25,7,22903
15,1291,2,978212645,Indiana Jones and the Last Crusade (1989),Action|Adventure,M,25,7,22903
15,653,2,978212570,Dragonheart (1996),Action|Adventure|Fantasy,M,25,7,22903
15,1580,2,978197476,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,M,25,7,22903
15,733,3,978212698,"Rock, The (1996)",Action|Adventure|Thriller,M,25,7,22903
15,2617,1,978197517,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,M,25,7,22903
15,2115,4,978212720,Indiana Jones and the Temple of Doom (1984),Action|Adventure,M,25,7,22903
15,1466,4,978212166,Donnie Brasco (1997),Crime|Drama,M,25,7,22903
15,2770,1,978196442,Bowfinger (1999),Comedy,M,25,7,22903
15,2058,3,978198516,"Negotiator, The (1998)",Action|Thriller,M,25,7,22903
15,47,4,978198104,Seven (Se7en) (1995),Crime|Thriller,M,25,7,22903
15,296,3,978197928,Pulp Fiction (1994),Crime|Drama,M,25,7,22903
15,1617,3,978212113,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,M,25,7,22903
15,1909,4,978198907,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,M,25,7,22903
15,6,4,978198250,Heat (1995),Action|Crime|Thriller,M,25,7,22903
15,50,4,978197842,"Usual Suspects, The (1995)",Crime|Thriller,M,25,7,22903
15,3081,3,978198735,Sleepy Hollow (1999),Horror|Romance,M,25,7,22903
15,1485,3,978198548,Liar Liar (1997),Comedy,M,25,7,22903
15,1704,4,978197887,Good Will Hunting (1997),Drama,M,25,7,22903
15,1923,4,978198104,There's Something About Mary (1998),Comedy,M,25,7,22903
15,3386,2,978212416,JFK (1991),Drama|Mystery,M,25,7,22903
15,3176,4,978196848,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,M,25,7,22903
15,1500,3,978212166,Grosse Pointe Blank (1997),Comedy|Crime,M,25,7,22903
15,2959,3,978196521,Fight Club (1999),Drama,M,25,7,22903
15,1729,2,978212210,Jackie Brown (1997),Crime|Drama,M,25,7,22903
15,3113,4,978196499,End of Days (1999),Action|Thriller,M,25,7,22903
15,1732,3,978198601,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,M,25,7,22903
15,3624,4,978197054,Shanghai Noon (2000),Action,M,25,7,22903
15,2683,4,978196389,Austin Powers: The Spy Who Shagged Me (1999),Comedy,M,25,7,22903
15,1885,2,978198150,"Opposite of Sex, The (1998)",Comedy|Drama,M,25,7,22903
15,2188,3,978196348,54 (1998),Drama,M,25,7,22903
15,2908,3,978198266,Boys Don't Cry (1999),Drama,M,25,7,22903
15,3499,4,978198323,Misery (1990),Horror,M,25,7,22903
15,32,3,978198235,Twelve Monkeys (1995),Drama|Sci-Fi,M,25,7,22903
15,357,1,978198125,Four Weddings and a Funeral (1994),Comedy|Romance,M,25,7,22903
15,3717,3,978196546,Gone in 60 Seconds (2000),Action|Crime,M,25,7,22903
15,364,4,978198062,"Lion King, The (1994)",Animation|Children's|Musical,M,25,7,22903
15,2506,2,978198277,"Other Sister, The (1999)",Comedy|Drama|Romance,M,25,7,22903
15,3753,5,978196741,"Patriot, The (2000)",Action|Drama|War,M,25,7,22903
15,266,4,978198907,Legends of the Fall (1994),Drama|Romance|War|Western,M,25,7,22903
15,3148,4,978197985,"Cider House Rules, The (1999)",Drama,M,25,7,22903
15,2702,1,978196848,Summer of Sam (1999),Drama,M,25,7,22903
15,3155,4,978196389,Anna and the King (1999),Drama|Romance,M,25,7,22903
15,2712,3,978196521,Eyes Wide Shut (1999),Drama,M,25,7,22903
15,1840,2,978197493,He Got Game (1998),Drama,M,25,7,22903
15,161,4,978212013,Crimson Tide (1995),Drama|Thriller|War,M,25,7,22903
15,1411,3,978211800,Hamlet (1996),Drama,M,25,7,22903
15,524,4,978198150,Rudy (1993),Drama,M,25,7,22903
15,1639,2,978198201,Chasing Amy (1997),Drama|Romance,M,25,7,22903
15,73,4,978197903,"Misérables, Les (1995)",Drama|Musical,M,25,7,22903
15,2688,3,978196546,"General's Daughter, The (1999)",Drama|Thriller,M,25,7,22903
15,1810,4,978198834,Primary Colors (1998),Drama,M,25,7,22903
15,1673,3,978198818,Boogie Nights (1997),Drama,M,25,7,22903
15,367,4,978212166,"Mask, The (1994)",Comedy|Crime|Fantasy,M,25,7,22903
15,3298,4,978196418,Boiler Room (2000),Drama,M,25,7,22903
15,3948,3,978197734,Meet the Parents (2000),Comedy,M,25,7,22903
15,805,4,978198420,"Time to Kill, A (1996)",Drama,M,25,7,22903
15,3510,5,978361393,Frequency (2000),Drama|Thriller,M,25,7,22903
15,300,4,978197928,Quiz Show (1994),Drama,M,25,7,22903
15,1777,3,978198394,"Wedding Singer, The (1998)",Comedy|Romance,M,25,7,22903
15,3301,2,978212228,"Whole Nine Yards, The (2000)",Comedy|Crime,M,25,7,22903
15,1343,3,978198323,Cape Fear (1991),Thriller,M,25,7,22903
15,3160,2,978196657,Magnolia (1999),Drama,M,25,7,22903
15,3178,4,978196210,"Hurricane, The (1999)",Drama,M,25,7,22903
15,3755,3,978212752,"Perfect Storm, The (2000)",Action|Adventure|Thriller,M,25,7,22903
15,2302,3,978198379,My Cousin Vinny (1992),Comedy,M,25,7,22903
15,3623,3,978196692,Mission: Impossible 2 (2000),Action|Thriller,M,25,7,22903
15,587,3,978198535,Ghost (1990),Comedy|Romance|Thriller,M,25,7,22903
15,2496,3,978198493,Blast from the Past (1999),Comedy|Romance,M,25,7,22903
15,2640,3,978212720,Superman (1978),Action|Adventure|Sci-Fi,M,25,7,22903
15,1271,3,978198104,Fried Green Tomatoes (1991),Drama,M,25,7,22903
15,2161,2,978212698,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,M,25,7,22903
15,2826,4,978196348,"13th Warrior, The (1999)",Action|Horror|Thriller,M,25,7,22903
15,3489,4,978212591,Hook (1991),Adventure|Fantasy,M,25,7,22903
15,344,4,978198640,Ace Ventura: Pet Detective (1994),Comedy,M,25,7,22903
15,3723,4,978198394,Hamlet (1990),Drama,M,25,7,22903
15,2424,3,978197100,You've Got Mail (1998),Comedy|Romance,M,25,7,22903
