Date, Price, Grid load forecast, Wind power forecast
2013-01-05 10:00:00,36.69,51662.0,216.0
2013-01-05 11:00:00,36.74,51849.0,206.0
2013-01-05 12:00:00,36.52,51614.0,194.0
2013-01-05 13:00:00,36.12,51186.0,196.0
2013-01-05 14:00:00,36.14,51497.0,204.0
2013-01-05 15:00:00,36.78,52648.0,221.0
2013-01-05 16:00:00,37.71,54211.0,247.0
2013-01-05 17:00:00,38.37,54731.0,294.0
2013-01-05 18:00:00,37.99,54014.0,358.0
2013-01-05 19:00:00,36.94,52452.0,437.0
2013-01-05 20:00:00,36.24,50729.0,537.0
2013-01-05 21:00:00,35.89,49577.0,638.0
2013-01-05 22:00:00,35.7,48007.0,709.0
2013-01-05 23:00:00,35.44,46375.0,793.0
2013-01-06 00:00:00,34.87,46150.0,558.0
2013-01-06 01:00:00,33.05,44946.0,666.0
2013-01-06 02:00:00,32.25,44345.0,736.0
2013-01-06 03:00:00,32.41,44067.0,737.0
2013-01-06 04:00:00,32.45,44134.0,721.0
2013-01-06 05:00:00,32.8,44641.0,771.0
2013-01-06 06:00:00,33.27,45736.0,881.0
2013-01-06 07:00:00,32.97,47134.0,990.0
2013-01-06 08:00:00,33.65,48601.0,1088.0
2013-01-06 09:00:00,34.25,49839.0,1159.0
2013-01-06 10:00:00,35.01,51058.0,1249.0
2013-01-06 11:00:00,35.94,51738.0,1341.0
2013-01-06 12:00:00,35.79,51743.0,1356.0
2013-01-06 13:00:00,35.02,51714.0,1296.0
2013-01-06 14:00:00,34.85,51959.0,1219.0
2013-01-06 15:00:00,35.18,53239.0,1125.0
2013-01-06 16:00:00,35.9,54580.0,983.0
2013-01-06 17:00:00,37.09,55054.0,817.0
2013-01-06 18:00:00,37.65,54611.0,616.0
2013-01-06 19:00:00,37.39,53503.0,432.0
2013-01-06 20:00:00,36.99,52220.0,318.0
2013-01-06 21:00:00,36.1,51122.0,251.0
2013-01-06 22:00:00,36.0,49213.0,195.0
2013-01-06 23:00:00,34.93,47156.0,157.0
2013-01-07 00:00:00,34.97,46057.0,113.0
2013-01-07 01:00:00,33.71,45168.0,83.0
2013-01-07 02:00:00,33.13,44715.0,75.0
2013-01-07 03:00:00,33.23,44840.0,78.0
2013-01-07 04:00:00,34.1,45736.0,91.0
2013-01-07 05:00:00,35.68,48206.0,105.0
2013-01-07 06:00:00,38.51,52410.0,114.0
2013-01-07 07:00:00,40.66,56801.0,125.0
2013-01-07 08:00:00,42.48,58004.0,143.0
2013-01-07 09:00:00,42.08,57798.0,175.0
2013-01-07 10:00:00,41.97,57959.0,214.0
2013-01-07 11:00:00,41.37,57892.0,251.0
2013-01-07 12:00:00,40.3,57433.0,265.0
2013-01-07 13:00:00,39.96,57153.0,277.0
2013-01-07 14:00:00,40.17,57264.0,291.0
2013-01-07 15:00:00,41.6,58066.0,321.0
2013-01-07 16:00:00,42.37,58814.0,360.0
2013-01-07 17:00:00,41.93,58890.0,394.0
2013-01-07 18:00:00,39.97,57726.0,425.0
2013-01-07 19:00:00,38.9,56264.0,461.0
2013-01-07 20:00:00,37.92,54454.0,480.0
2013-01-07 21:00:00,37.47,52814.0,469.0
2013-01-07 22:00:00,36.49,50312.0,453.0
2013-01-07 23:00:00,35.55,47645.0,437.0
2013-01-08 00:00:00,35.44,45947.0,541.0
2013-01-08 01:00:00,35.01,44792.0,530.0
2013-01-08 02:00:00,34.83,44296.0,524.0
2013-01-08 03:00:00,34.84,44215.0,511.0
2013-01-08 04:00:00,35.21,44864.0,479.0
2013-01-08 05:00:00,36.35,47149.0,459.0
2013-01-08 06:00:00,39.04,51134.0,451.0
2013-01-08 07:00:00,42.55,55286.0,442.0
2013-01-08 08:00:00,44.35,56290.0,435.0
2013-01-08 09:00:00,43.58,56111.0,429.0
2013-01-08 10:00:00,43.15,56339.0,419.0
2013-01-08 11:00:00,42.43,56264.0,412.0
2013-01-08 12:00:00,41.92,55810.0,383.0
2013-01-08 13:00:00,41.94,55676.0,329.0
2013-01-08 14:00:00,41.72,55822.0,272.0
2013-01-08 15:00:00,43.47,56700.0,219.0
2013-01-08 16:00:00,47.47,57601.0,176.0
2013-01-08 17:00:00,47.97,57779.0,152.0
2013-01-08 18:00:00,44.91,56954.0,134.0
2013-01-08 19:00:00,42.78,55745.0,126.0
2013-01-08 20:00:00,39.77,54021.0,131.0
2013-01-08 21:00:00,39.09,52608.0,148.0
2013-01-08 22:00:00,38.23,50189.0,179.0
2013-01-08 23:00:00,36.14,47492.0,228.0
2013-01-09 00:00:00,36.49,45937.0,186.0
2013-01-09 01:00:00,35.92,44833.0,219.0
2013-01-09 02:00:00,35.44,44216.0,265.0
2013-01-09 03:00:00,35.76,44292.0,312.0
2013-01-09 04:00:00,35.93,45092.0,358.0
2013-01-09 05:00:00,37.31,47494.0,421.0
2013-01-09 06:00:00,39.17,51772.0,478.0
2013-01-09 07:00:00,41.4,56447.0,554.0
2013-01-09 08:00:00,43.51,57646.0,682.0
2013-01-09 09:00:00,41.59,57470.0,795.0
2013-01-09 10:00:00,40.8,57470.0,902.0
2013-01-09 11:00:00,40.56,57517.0,1060.0
2013-01-09 12:00:00,40.5,57119.0,1230.0
2013-01-09 13:00:00,40.74,56975.0,1366.0
2013-01-09 14:00:00,40.53,57070.0,1523.0
2013-01-09 15:00:00,40.75,57801.0,1686.0
2013-01-09 16:00:00,42.96,58685.0,1789.0
2013-01-09 17:00:00,43.08,58883.0,1835.0
2013-01-09 18:00:00,40.87,58181.0,1840.0
2013-01-09 19:00:00,39.81,57064.0,1838.0
2013-01-09 20:00:00,39.02,55355.0,1825.0
2013-01-09 21:00:00,37.97,53987.0,1784.0
2013-01-09 22:00:00,36.71,51505.0,1753.0
2013-01-09 23:00:00,35.3,48686.0,1732.0
2013-01-10 00:00:00,35.77,46644.0,1929.0
2013-01-10 01:00:00,35.2,45700.0,1959.0
2013-01-10 02:00:00,34.74,45389.0,2010.0
2013-01-10 03:00:00,35.0,45640.0,2008.0
2013-01-10 04:00:00,36.0,46669.0,1975.0
2013-01-10 05:00:00,37.13,49380.0,1979.0
2013-01-10 06:00:00,38.83,54019.0,1993.0
2013-01-10 07:00:00,41.69,58919.0,1965.0
2013-01-10 08:00:00,44.07,60258.0,1889.0
2013-01-10 09:00:00,42.7,60073.0,1788.0
2013-01-10 10:00:00,42.08,60124.0,1712.0
2013-01-10 11:00:00,41.72,59999.0,1659.0
2013-01-10 12:00:00,41.8,59714.0,1621.0
2013-01-10 13:00:00,42.41,59510.0,1636.0
2013-01-10 14:00:00,43.61,59619.0,1686.0
2013-01-10 15:00:00,44.02,60297.0,1716.0
2013-01-10 16:00:00,47.44,61048.0,1740.0
2013-01-10 17:00:00,48.8,61407.0,1764.0
2013-01-10 18:00:00,43.22,60574.0,1734.0
2013-01-10 19:00:00,41.56,59298.0,1618.0
2013-01-10 20:00:00,40.29,57434.0,1493.0
2013-01-10 21:00:00,39.65,56051.0,1402.0
2013-01-10 22:00:00,38.9,53540.0,1320.0
2013-01-10 23:00:00,37.44,50631.0,1250.0
2013-01-11 00:00:00,37.1,48693.0,1258.0
2013-01-11 01:00:00,36.33,47660.0,1219.0
2013-01-11 02:00:00,36.05,47314.0,1176.0
2013-01-11 03:00:00,35.57,47557.0,1158.0
2013-01-11 04:00:00,36.34,48540.0,1153.0
2013-01-11 05:00:00,38.13,51645.0,1152.0
2013-01-11 06:00:00,40.29,56300.0,1152.0
2013-01-11 07:00:00,45.68,61223.0,1172.0
2013-01-11 08:00:00,49.75,62058.0,1194.0
2013-01-11 09:00:00,46.3,61782.0,1219.0
2013-01-11 10:00:00,45.58,61855.0,1235.0
2013-01-11 11:00:00,43.6,61535.0,1234.0
2013-01-11 12:00:00,43.43,61035.0,1197.0
2013-01-11 13:00:00,43.04,60348.0,1135.0
2013-01-11 14:00:00,43.72,60152.0,1078.0
2013-01-11 15:00:00,44.15,60960.0,1038.0
2013-01-11 16:00:00,47.64,62056.0,1010.0
2013-01-11 17:00:00,49.17,62358.0,997.0
2013-01-11 18:00:00,43.78,61256.0,992.0
2013-01-11 19:00:00,41.82,59624.0,976.0
2013-01-11 20:00:00,40.12,57559.0,945.0
2013-01-11 21:00:00,39.58,56089.0,899.0
2013-01-11 22:00:00,38.85,54011.0,833.0
2013-01-11 23:00:00,37.64,51812.0,768.0
2013-01-12 00:00:00,37.94,49528.0,743.0
2013-01-12 01:00:00,37.52,48298.0,694.0
2013-01-12 02:00:00,36.95,47549.0,654.0
2013-01-12 03:00:00,36.98,47315.0,655.0
2013-01-12 04:00:00,36.88,47463.0,711.0
2013-01-12 05:00:00,37.24,48150.0,754.0
2013-01-12 06:00:00,37.9,49383.0,765.0
2013-01-12 07:00:00,38.62,51451.0,751.0
2013-01-12 08:00:00,39.28,53370.0,710.0
2013-01-12 09:00:00,40.31,55122.0,645.0
2013-01-12 10:00:00,40.99,56255.0,580.0
2013-01-12 11:00:00,41.24,56592.0,504.0
2013-01-12 12:00:00,40.98,56480.0,431.0
2013-01-12 13:00:00,40.79,55939.0,388.0
2013-01-12 14:00:00,40.84,55880.0,372.0
2013-01-12 15:00:00,42.09,56863.0,365.0
2013-01-12 16:00:00,44.73,58718.0,369.0
2013-01-12 17:00:00,50.04,59546.0,385.0
2013-01-12 18:00:00,48.05,58956.0,406.0
2013-01-12 19:00:00,42.05,57339.0,411.0
2013-01-12 20:00:00,40.35,55564.0,400.0
2013-01-12 21:00:00,39.79,54555.0,383.0
2013-01-12 22:00:00,39.58,52830.0,371.0
2013-01-12 23:00:00,38.34,50945.0,359.0
2013-01-13 00:00:00,38.76,49859.0,258.0
2013-01-13 01:00:00,38.32,48775.0,270.0
2013-01-13 02:00:00,37.87,48072.0,283.0
2013-01-13 03:00:00,37.25,47893.0,297.0
2013-01-13 04:00:00,37.17,48026.0,308.0
2013-01-13 05:00:00,37.33,48516.0,317.0
2013-01-13 06:00:00,37.26,49483.0,305.0
2013-01-13 07:00:00,37.68,50914.0,286.0
2013-01-13 08:00:00,37.81,52470.0,277.0
2013-01-13 09:00:00,38.47,54122.0,266.0
2013-01-13 10:00:00,39.14,55750.0,248.0
2013-01-13 11:00:00,39.76,56436.0,218.0
2013-01-13 12:00:00,39.56,56472.0,198.0
2013-01-13 13:00:00,39.06,56091.0,199.0
2013-01-13 14:00:00,38.97,56129.0,214.0
2013-01-13 15:00:00,39.5,57220.0,237.0
2013-01-13 16:00:00,40.39,59048.0,275.0
2013-01-13 17:00:00,43.41,60082.0,318.0
2013-01-13 18:00:00,46.1,59680.0,349.0
2013-01-13 19:00:00,42.75,58695.0,354.0
2013-01-13 20:00:00,40.52,57242.0,357.0
2013-01-13 21:00:00,39.63,56142.0,370.0
2013-01-13 22:00:00,39.61,54160.0,383.0
2013-01-13 23:00:00,38.27,51880.0,377.0
2013-01-14 00:00:00,37.69,49913.0,592.0
2013-01-14 01:00:00,37.43,49096.0,630.0
2013-01-14 02:00:00,37.54,48840.0,632.0
2013-01-14 03:00:00,37.61,49138.0,619.0
2013-01-14 04:00:00,38.23,50225.0,651.0
2013-01-14 05:00:00,38.98,53143.0,727.0
2013-01-14 06:00:00,41.97,58109.0,823.0
2013-01-14 07:00:00,54.77,63077.0,910.0
2013-01-14 08:00:00,57.92,64387.0,1023.0
2013-01-14 09:00:00,52.1,64136.0,1076.0
2013-01-14 10:00:00,49.1,64162.0,1036.0
2013-01-14 11:00:00,48.84,64030.0,986.0
2013-01-14 12:00:00,48.78,63485.0,947.0
2013-01-14 13:00:00,50.78,63219.0,930.0
2013-01-14 14:00:00,52.35,63075.0,935.0
2013-01-14 15:00:00,51.86,63630.0,910.0
2013-01-14 16:00:00,53.2,64688.0,898.0
2013-01-14 17:00:00,60.5,65155.0,897.0
2013-01-14 18:00:00,50.61,64166.0,862.0
2013-01-14 19:00:00,47.92,62670.0,791.0
2013-01-14 20:00:00,42.8,60720.0,707.0
2013-01-14 21:00:00,41.16,58890.0,634.0
2013-01-14 22:00:00,40.32,56165.0,572.0
2013-01-14 23:00:00,38.59,53184.0,519.0
2013-01-15 00:00:00,38.69,50929.0,550.0
2013-01-15 01:00:00,37.95,49908.0,553.0
2013-01-15 02:00:00,37.57,49487.0,567.0
2013-01-15 03:00:00,37.96,49651.0,590.0
2013-01-15 04:00:00,38.42,50453.0,620.0
2013-01-15 05:00:00,39.33,53006.0,660.0
2013-01-15 06:00:00,42.53,57693.0,696.0
2013-01-15 07:00:00,56.21,62155.0,637.0
2013-01-15 08:00:00,59.22,63211.0,558.0
2013-01-15 09:00:00,55.12,62924.0,498.0
2013-01-15 10:00:00,54.63,62974.0,436.0
2013-01-15 11:00:00,52.44,62995.0,375.0
2013-01-15 12:00:00,49.01,62707.0,332.0
2013-01-15 13:00:00,51.91,62582.0,314.0
2013-01-15 14:00:00,52.92,62658.0,282.0
2013-01-15 15:00:00,54.87,63373.0,241.0
2013-01-15 16:00:00,58.01,64357.0,207.0
2013-01-15 17:00:00,64.0,64696.0,188.0
2013-01-15 18:00:00,55.91,63674.0,172.0
2013-01-15 19:00:00,47.23,62451.0,157.0
2013-01-15 20:00:00,43.12,60567.0,148.0
2013-01-15 21:00:00,41.65,58917.0,141.0
2013-01-15 22:00:00,40.49,56196.0,127.0
2013-01-15 23:00:00,38.94,53338.0,116.0
2013-01-16 00:00:00,38.99,51226.0,93.0
2013-01-16 01:00:00,38.13,50241.0,92.0
2013-01-16 02:00:00,37.89,49727.0,95.0
2013-01-16 03:00:00,38.19,49953.0,93.0
2013-01-16 04:00:00,38.7,50988.0,97.0
2013-01-16 05:00:00,40.26,53685.0,89.0
2013-01-16 06:00:00,44.27,58370.0,88.0
2013-01-16 07:00:00,63.87,63484.0,100.0
2013-01-16 08:00:00,70.0,64728.0,114.0
2013-01-16 09:00:00,72.83,64498.0,129.0
2013-01-16 10:00:00,60.1,64407.0,132.0
2013-01-16 11:00:00,52.93,64318.0,129.0
2013-01-16 12:00:00,55.59,64009.0,128.0
2013-01-16 13:00:00,59.13,63813.0,128.0
2013-01-16 14:00:00,57.06,63934.0,136.0
2013-01-16 15:00:00,56.18,64654.0,149.0
2013-01-16 16:00:00,58.92,65722.0,167.0
2013-01-16 17:00:00,69.93,66158.0,189.0
2013-01-16 18:00:00,60.04,65297.0,210.0
2013-01-16 19:00:00,49.42,63910.0,228.0
2013-01-16 20:00:00,43.11,61860.0,241.0
2013-01-16 21:00:00,41.89,60249.0,249.0
2013-01-16 22:00:00,40.47,57449.0,252.0
2013-01-16 23:00:00,38.79,54343.0,243.0
2013-01-17 00:00:00,39.41,52634.0,301.0
2013-01-17 01:00:00,39.03,51547.0,343.0
2013-01-17 02:00:00,38.93,51231.0,374.0
2013-01-17 03:00:00,39.23,51457.0,387.0
2013-01-17 04:00:00,39.65,52261.0,384.0
2013-01-17 05:00:00,40.69,54795.0,382.0
2013-01-17 06:00:00,43.82,59335.0,395.0
2013-01-17 07:00:00,61.58,64402.0,423.0
2013-01-17 08:00:00,62.42,65572.0,451.0
2013-01-17 09:00:00,59.92,65136.0,449.0
2013-01-17 10:00:00,58.14,64960.0,419.0
2013-01-17 11:00:00,56.22,64917.0,370.0
2013-01-17 12:00:00,58.78,64274.0,334.0
2013-01-17 13:00:00,60.12,64005.0,315.0
2013-01-17 14:00:00,62.37,64044.0,306.0
2013-01-17 15:00:00,62.34,64565.0,307.0
2013-01-17 16:00:00,62.3,65472.0,321.0
2013-01-17 17:00:00,72.83,66221.0,357.0
2013-01-17 18:00:00,86.07,65501.0,396.0
2013-01-17 19:00:00,61.3,64296.0,433.0
2013-01-17 20:00:00,48.66,62392.0,481.0
2013-01-17 21:00:00,45.96,60802.0,512.0
2013-01-17 22:00:00,42.31,58122.0,525.0
2013-01-17 23:00:00,40.37,55064.0,528.0
2013-01-18 00:00:00,39.76,53227.0,632.0
2013-01-18 01:00:00,38.98,52145.0,643.0
2013-01-18 02:00:00,38.72,51764.0,656.0
2013-01-18 03:00:00,39.01,51946.0,684.0
2013-01-18 04:00:00,39.21,52886.0,737.0
2013-01-18 05:00:00,40.4,55445.0,812.0
2013-01-18 06:00:00,44.83,60128.0,871.0
2013-01-18 07:00:00,62.03,65361.0,919.0
2013-01-18 08:00:00,66.97,66819.0,972.0
2013-01-18 09:00:00,65.13,66378.0,1004.0
2013-01-18 10:00:00,60.2,65942.0,1008.0
2013-01-18 11:00:00,49.28,65452.0,1006.0
2013-01-18 12:00:00,48.09,64870.0,1049.0
2013-01-18 13:00:00,46.28,64283.0,1135.0
2013-01-18 14:00:00,46.99,64127.0,1212.0
2013-01-18 15:00:00,47.89,64482.0,1297.0
2013-01-18 16:00:00,54.6,65684.0,1387.0
2013-01-18 17:00:00,61.96,66448.0,1459.0
2013-01-18 18:00:00,51.88,65491.0,1528.0
2013-01-18 19:00:00,44.16,63729.0,1605.0
2013-01-18 20:00:00,41.97,61360.0,1697.0
2013-01-18 21:00:00,40.43,59766.0,1763.0
2013-01-18 22:00:00,39.25,57557.0,1783.0
2013-01-18 23:00:00,38.69,55054.0,1757.0
2013-01-19 00:00:00,38.16,53361.0,1690.0
2013-01-19 01:00:00,37.98,52211.0,1698.0
2013-01-19 02:00:00,37.92,51684.0,1681.0
2013-01-19 03:00:00,37.97,51533.0,1610.0
2013-01-19 04:00:00,38.0,51721.0,1553.0
2013-01-19 05:00:00,37.96,52653.0,1494.0
2013-01-19 06:00:00,38.08,53960.0,1442.0
2013-01-19 07:00:00,38.38,56123.0,1414.0
2013-01-19 08:00:00,39.03,58091.0,1379.0
2013-01-19 09:00:00,40.65,59695.0,1352.0
2013-01-19 10:00:00,41.56,60594.0,1330.0
2013-01-19 11:00:00,41.93,60716.0,1305.0
2013-01-19 12:00:00,41.6,60184.0,1290.0
2013-01-19 13:00:00,41.0,59704.0,1303.0
2013-01-19 14:00:00,40.09,59738.0,1332.0
2013-01-19 15:00:00,40.23,60819.0,1352.0
2013-01-19 16:00:00,41.7,62628.0,1358.0
2013-01-19 17:00:00,47.97,63668.0,1334.0
2013-01-19 18:00:00,46.02,62840.0,1282.0
2013-01-19 19:00:00,41.79,60998.0,1202.0
2013-01-19 20:00:00,39.98,59065.0,1112.0
2013-01-19 21:00:00,39.14,57875.0,1032.0
2013-01-19 22:00:00,38.76,56051.0,951.0
2013-01-19 23:00:00,37.92,54135.0,877.0
2013-01-20 00:00:00,38.01,52735.0,731.0
2013-01-20 01:00:00,37.87,51478.0,686.0
2013-01-20 02:00:00,37.53,50760.0,653.0
2013-01-20 03:00:00,37.16,50499.0,633.0
2013-01-20 04:00:00,36.95,50566.0,633.0
2013-01-20 05:00:00,37.13,51086.0,653.0
2013-01-20 06:00:00,37.35,51870.0,655.0
2013-01-20 07:00:00,37.47,53217.0,644.0
2013-01-20 08:00:00,37.96,54470.0,646.0
2013-01-20 09:00:00,38.6,55917.0,672.0
2013-01-20 10:00:00,39.49,57158.0,687.0
2013-01-20 11:00:00,40.1,57579.0,680.0
2013-01-20 12:00:00,39.71,57312.0,728.0
2013-01-20 13:00:00,38.39,56934.0,861.0
2013-01-20 14:00:00,37.88,57022.0,1041.0
2013-01-20 15:00:00,38.43,58093.0,1241.0
2013-01-20 16:00:00,39.41,60022.0,1486.0
2013-01-20 17:00:00,40.07,61434.0,1817.0
2013-01-20 18:00:00,40.71,61277.0,2095.0
2013-01-20 19:00:00,39.82,60285.0,2306.0
2013-01-20 20:00:00,38.92,58978.0,2477.0
2013-01-20 21:00:00,37.91,57971.0,2599.0
2013-01-20 22:00:00,37.86,56168.0,2679.0
2013-01-20 23:00:00,37.21,53857.0,2755.0
2013-01-21 00:00:00,37.27,51973.0,2686.0
2013-01-21 01:00:00,37.28,51228.0,2780.0
2013-01-21 02:00:00,37.05,51027.0,2886.0
2013-01-21 03:00:00,37.26,51271.0,2953.0
2013-01-21 04:00:00,37.36,52446.0,2982.0
2013-01-21 05:00:00,38.03,55374.0,3000.0
2013-01-21 06:00:00,39.78,60369.0,3004.0
2013-01-21 07:00:00,43.2,65263.0,2999.0
2013-01-21 08:00:00,44.78,66408.0,2994.0
2013-01-21 09:00:00,43.91,65890.0,3008.0
2013-01-21 10:00:00,42.71,65643.0,3050.0
2013-01-21 11:00:00,42.21,65319.0,3090.0
2013-01-21 12:00:00,42.37,64594.0,3086.0
2013-01-21 13:00:00,42.52,64527.0,3057.0
2013-01-21 14:00:00,42.21,64654.0,3027.0
2013-01-21 15:00:00,42.5,65306.0,2989.0
2013-01-21 16:00:00,44.33,66267.0,2952.0
2013-01-21 17:00:00,49.47,66859.0,2913.0
2013-01-21 18:00:00,43.82,65887.0,2881.0
2013-01-21 19:00:00,42.29,64444.0,2843.0
2013-01-21 20:00:00,41.27,62621.0,2808.0
2013-01-21 21:00:00,40.51,60977.0,2765.0
2013-01-21 22:00:00,39.62,58469.0,2711.0
2013-01-21 23:00:00,37.67,55502.0,2670.0
2013-01-22 00:00:00,37.09,54113.0,2630.0
2013-01-22 01:00:00,36.94,53112.0,2570.0
2013-01-22 02:00:00,36.98,52698.0,2503.0
2013-01-22 03:00:00,37.1,52750.0,2440.0
2013-01-22 04:00:00,37.47,53483.0,2385.0
2013-01-22 05:00:00,38.33,55927.0,2314.0
2013-01-22 06:00:00,40.05,60117.0,2217.0
2013-01-22 07:00:00,53.98,64790.0,2105.0
2013-01-22 08:00:00,63.33,65899.0,1997.0
2013-01-22 09:00:00,50.7,65586.0,1922.0
2013-01-22 10:00:00,48.13,65482.0,1878.0
2013-01-22 11:00:00,47.07,65160.0,1830.0
2013-01-22 12:00:00,45.51,64669.0,1735.0
2013-01-22 13:00:00,46.93,64461.0,1597.0
2013-01-22 14:00:00,47.19,64539.0,1471.0
2013-01-22 15:00:00,53.51,65285.0,1357.0
2013-01-22 16:00:00,61.5,66325.0,1265.0
2013-01-22 17:00:00,75.05,67183.0,1194.0
2013-01-22 18:00:00,54.04,66519.0,1129.0
2013-01-22 19:00:00,48.59,65525.0,1048.0
2013-01-22 20:00:00,44.2,63840.0,964.0
2013-01-22 21:00:00,42.98,62305.0,895.0
2013-01-22 22:00:00,40.71,59743.0,824.0
