Date, Prices, Generation forecast, System load forecast
2011-01-13 16:00:00,40.01,68354,66800
2011-01-13 17:00:00,54.57,70896,66800
2011-01-13 18:00:00,64.95,73178,72400
2011-01-13 19:00:00,57.92,73313,75300
2011-01-13 20:00:00,54.45,70557,71700
2011-01-13 21:00:00,48.6,66276,66800
2011-01-13 22:00:00,49.44,65292,63200
2011-01-13 23:00:00,43.81,65122,66300
2011-01-14 00:00:00,25.21,64192,63700
2011-01-14 01:00:00,18.03,63133,59300
2011-01-14 02:00:00,14.08,63047,59800
2011-01-14 03:00:00,10.36,61551,56600
2011-01-14 04:00:00,10.51,62032,54600
2011-01-14 05:00:00,22.9,63476,55200
2011-01-14 06:00:00,43.09,66287,59000
2011-01-14 07:00:00,62.21,71646,66300
2011-01-14 08:00:00,65.01,73873,72900
2011-01-14 09:00:00,64.48,73011,72100
2011-01-14 10:00:00,61.26,72439,71900
2011-01-14 11:00:00,61.42,72311,71700
2011-01-14 12:00:00,57,71938,71400
2011-01-14 13:00:00,54.28,71446,71300
2011-01-14 14:00:00,50.7,70116,68600
2011-01-14 15:00:00,48.1,69359,66300
2011-01-14 16:00:00,50.13,69365,65200
2011-01-14 17:00:00,58.44,71559,65700
2011-01-14 18:00:00,61.28,73792,70800
2011-01-14 19:00:00,58.35,73735,73100
2011-01-14 20:00:00,51.41,70543,69800
2011-01-14 21:00:00,49.36,66936,66100
2011-01-14 22:00:00,51.4,65695,63100
2011-01-14 23:00:00,44.08,64921,66100
2011-01-15 00:00:00,36.54,63724,63800
2011-01-15 01:00:00,30.3,62233,59200
2011-01-15 02:00:00,21.78,62034,59400
2011-01-15 03:00:00,15.19,61050,55700
2011-01-15 04:00:00,14.64,60333,53600
2011-01-15 05:00:00,15.29,61233,52800
2011-01-15 06:00:00,17.11,61325,53900
2011-01-15 07:00:00,40.6,62433,56400
2011-01-15 08:00:00,49.04,64200,60400
2011-01-15 09:00:00,53.12,66213,62000
2011-01-15 10:00:00,53.2,66890,63800
2011-01-15 11:00:00,52.99,65982,64300
2011-01-15 12:00:00,53.9,65643,64900
2011-01-15 13:00:00,47.79,64980,66400
2011-01-15 14:00:00,45,63067,62600
2011-01-15 15:00:00,43.28,62029,59800
2011-01-15 16:00:00,42.42,61838,58400
2011-01-15 17:00:00,65.04,63862,58600
2011-01-15 18:00:00,63.21,68361,64100
2011-01-15 19:00:00,56.19,68079,66400
2011-01-15 20:00:00,44.96,65862,65100
2011-01-15 21:00:00,37.43,63868,62100
2011-01-15 22:00:00,43.78,62986,59800
2011-01-15 23:00:00,36.79,62837,63800
2011-01-16 00:00:00,21.32,61281,61500
2011-01-16 01:00:00,18.54,60390,57700
2011-01-16 02:00:00,14.99,58835,57400
2011-01-16 03:00:00,10.06,57669,53800
2011-01-16 04:00:00,10.2,56059,51300
2011-01-16 05:00:00,11.58,56169,50500
2011-01-16 06:00:00,10.17,56397,50600
2011-01-16 07:00:00,10.2,58046,51500
2011-01-16 08:00:00,16.6,60081,53300
2011-01-16 09:00:00,27.9,61348,54600
2011-01-16 10:00:00,39.94,63490,57000
2011-01-16 11:00:00,45.12,63913,58400
2011-01-16 12:00:00,45.11,63909,59600
2011-01-16 13:00:00,35.13,63563,61400
2011-01-16 14:00:00,25.45,61896,56400
2011-01-16 15:00:00,23.93,61752,54000
2011-01-16 16:00:00,31.98,61683,52400
2011-01-16 17:00:00,39.51,63425,53900
2011-01-16 18:00:00,64.15,68474,59800
2011-01-16 19:00:00,65,68475,64200
2011-01-16 20:00:00,55.15,66395,64900
2011-01-16 21:00:00,49.32,64097,62100
2011-01-16 22:00:00,51.31,63693,59900
2011-01-16 23:00:00,46.14,63185,63000
2011-01-17 00:00:00,22.73,61984,60700
2011-01-17 01:00:00,16.75,61334,56900
2011-01-17 02:00:00,17.1,61624,57400
2011-01-17 03:00:00,12.72,61236,54800
2011-01-17 04:00:00,14.87,61426,52900
2011-01-17 05:00:00,23.53,61775,53800
2011-01-17 06:00:00,45.48,64756,57900
2011-01-17 07:00:00,62.43,69467,65600
2011-01-17 08:00:00,65.91,71584,71500
2011-01-17 09:00:00,61.19,71478,71800
2011-01-17 10:00:00,58.62,72047,71500
2011-01-17 11:00:00,59.9,72230,71400
2011-01-17 12:00:00,60.14,71938,71900
2011-01-17 13:00:00,58.4,71513,72400
2011-01-17 14:00:00,52.54,70375,69800
2011-01-17 15:00:00,52.93,69048,68000
2011-01-17 16:00:00,58.52,69584,66800
2011-01-17 17:00:00,67.26,72282,67600
2011-01-17 18:00:00,68.36,73486,73200
2011-01-17 19:00:00,65.97,73338,76900
2011-01-17 20:00:00,60.2,70342,73800
2011-01-17 21:00:00,51.24,68138,69200
2011-01-17 22:00:00,50.89,66962,65800
2011-01-17 23:00:00,48.92,66049,68800
2011-01-18 00:00:00,37.65,65333,65900
2011-01-18 01:00:00,37.28,64260,61900
2011-01-18 02:00:00,34.94,64005,62100
2011-01-18 03:00:00,25.3,63214,59500
2011-01-18 04:00:00,28.8,62776,57300
2011-01-18 05:00:00,40.49,63315,57700
2011-01-18 06:00:00,45.24,64479,61800
2011-01-18 07:00:00,59.6,68836,69100
2011-01-18 08:00:00,63.27,71905,74900
2011-01-18 09:00:00,61.63,72146,75100
2011-01-18 10:00:00,63.32,72539,75100
2011-01-18 11:00:00,63.58,73008,74800
2011-01-18 12:00:00,62.89,72506,75500
2011-01-18 13:00:00,62.36,72654,76000
2011-01-18 14:00:00,59.37,71545,73800
2011-01-18 15:00:00,55.97,70954,71900
2011-01-18 16:00:00,59.07,71085,71000
2011-01-18 17:00:00,67.9,73559,71400
2011-01-18 18:00:00,69.08,75632,75900
2011-01-18 19:00:00,66.98,76146,79000
2011-01-18 20:00:00,60.1,72181,76100
2011-01-18 21:00:00,50.01,69839,71600
2011-01-18 22:00:00,49.74,68559,68000
2011-01-18 23:00:00,45.89,68268,70600
2011-01-19 00:00:00,47.14,67917,68000
2011-01-19 01:00:00,45.44,67464,63800
2011-01-19 02:00:00,43.01,67564,64100
2011-01-19 03:00:00,38.89,65930,61600
2011-01-19 04:00:00,40.1,66587,59300
2011-01-19 05:00:00,46.28,67196,60000
2011-01-19 06:00:00,49.51,68629,64000
2011-01-19 07:00:00,65.06,73816,70800
2011-01-19 08:00:00,66.5,76208,76200
2011-01-19 09:00:00,66.09,76666,77600
2011-01-19 10:00:00,65.91,76136,78200
2011-01-19 11:00:00,66,76051,78500
2011-01-19 12:00:00,65.5,75203,79400
2011-01-19 13:00:00,65,74310,80100
2011-01-19 14:00:00,62.94,73588,78200
2011-01-19 15:00:00,61.08,72304,76100
2011-01-19 16:00:00,61.19,72463,74800
2011-01-19 17:00:00,66.88,75000,75300
2011-01-19 18:00:00,69.22,77871,79700
2011-01-19 19:00:00,66.46,77785,83300
2011-01-19 20:00:00,61.19,74637,80200
2011-01-19 21:00:00,51.11,71474,75600
2011-01-19 22:00:00,52,71199,71500
2011-01-19 23:00:00,48.85,70487,74600
2011-01-20 00:00:00,43.09,69463,72100
2011-01-20 01:00:00,42.63,68381,67700
2011-01-20 02:00:00,42.6,68389,67800
2011-01-20 03:00:00,40.06,67488,65800
2011-01-20 04:00:00,39.96,66900,63500
2011-01-20 05:00:00,41.77,68012,64000
2011-01-20 06:00:00,48,69870,67900
2011-01-20 07:00:00,63.3,74970,75300
2011-01-20 08:00:00,66.09,76968,80600
2011-01-20 09:00:00,66.08,76682,80100
2011-01-20 10:00:00,65.83,76232,80100
2011-01-20 11:00:00,65.63,76601,80200
2011-01-20 12:00:00,64.93,75242,80900
2011-01-20 13:00:00,63.84,74937,80300
2011-01-20 14:00:00,61.74,74650,78900
2011-01-20 15:00:00,60.31,74480,76700
2011-01-20 16:00:00,61.8,75264,75500
2011-01-20 17:00:00,66.61,77122,75500
2011-01-20 18:00:00,69.73,79795,81300
2011-01-20 19:00:00,66.83,78433,84800
2011-01-20 20:00:00,63.71,75238,82800
2011-01-20 21:00:00,53.02,72141,77700
2011-01-20 22:00:00,52.6,71477,73600
2011-01-20 23:00:00,48.46,71764,77000
2011-01-21 00:00:00,46.04,69736,74100
2011-01-21 01:00:00,45.3,68971,70100
2011-01-21 02:00:00,44.88,68891,70700
2011-01-21 03:00:00,42.65,68734,68300
2011-01-21 04:00:00,42.09,67578,66400
2011-01-21 05:00:00,45.7,68273,67100
2011-01-21 06:00:00,50.83,71124,71100
2011-01-21 07:00:00,64.03,76918,78500
2011-01-21 08:00:00,66.61,78535,84400
2011-01-21 09:00:00,66.23,78357,83700
2011-01-21 10:00:00,66,78144,83700
2011-01-21 11:00:00,65.21,78531,83500
2011-01-21 12:00:00,64.52,77379,83200
2011-01-21 13:00:00,62.98,77182,83100
2011-01-21 14:00:00,60.17,75686,80700
2011-01-21 15:00:00,56.19,74113,78400
2011-01-21 16:00:00,62.07,75523,77000
2011-01-21 17:00:00,66.13,77944,77300
2011-01-21 18:00:00,67.85,80080,82500
2011-01-21 19:00:00,66.27,79526,85600
2011-01-21 20:00:00,60.81,76137,82600
2011-01-21 21:00:00,54.99,73571,78800
2011-01-21 22:00:00,56.96,73501,75500
2011-01-21 23:00:00,54.33,73773,78800
2011-01-22 00:00:00,50.07,71991,76600
2011-01-22 01:00:00,48.18,69799,71800
2011-01-22 02:00:00,46.85,70041,72400
2011-01-22 03:00:00,45.03,68877,69400
2011-01-22 04:00:00,44.46,66803,67300
2011-01-22 05:00:00,46.69,67190,66500
2011-01-22 06:00:00,44.93,67073,67800
2011-01-22 07:00:00,46.68,67816,71100
2011-01-22 08:00:00,51.39,69706,74700
2011-01-22 09:00:00,58,72509,76400
2011-01-22 10:00:00,60.38,73784,78400
2011-01-22 11:00:00,61.04,73721,78300
2011-01-22 12:00:00,61.1,74042,78500
2011-01-22 13:00:00,59.12,73030,79500
2011-01-22 14:00:00,53,71008,75500
2011-01-22 15:00:00,50.55,70293,72500
2011-01-22 16:00:00,50.12,70554,71000
2011-01-22 17:00:00,63.1,73298,70800
2011-01-22 18:00:00,64.8,74721,76500
2011-01-22 19:00:00,62.62,75290,79800
2011-01-22 20:00:00,59.17,73201,77800
2011-01-22 21:00:00,53.13,70113,74900
2011-01-22 22:00:00,58.79,71141,72700
2011-01-22 23:00:00,52.98,70693,76700
2011-01-23 00:00:00,51.09,69277,75100
2011-01-23 01:00:00,53.02,67655,71100
2011-01-23 02:00:00,47.69,66874,71200
2011-01-23 03:00:00,42.91,65657,68000
2011-01-23 04:00:00,39.96,65336,65300
2011-01-23 05:00:00,35.4,65500,64400
2011-01-23 06:00:00,31.08,65104,64700
2011-01-23 07:00:00,42.61,64206,66400
2011-01-23 08:00:00,45.76,65346,68400
2011-01-23 09:00:00,48.96,67823,70000
2011-01-23 10:00:00,51.29,69277,72900
2011-01-23 11:00:00,53.19,70154,74400
2011-01-23 12:00:00,54.43,71017,75100
2011-01-23 13:00:00,49.85,69270,76600
2011-01-23 14:00:00,45.3,67647,71400
2011-01-23 15:00:00,42.98,67901,68600
2011-01-23 16:00:00,43.93,67738,66900
2011-01-23 17:00:00,55.67,69431,68200
2011-01-23 18:00:00,63.72,73291,73900
2011-01-23 19:00:00,63.41,74355,78500
2011-01-23 20:00:00,60.08,72675,77400
2011-01-23 21:00:00,53.26,70217,75100
2011-01-23 22:00:00,53.98,69456,72800
2011-01-23 23:00:00,51.39,68023,75900
2011-01-24 00:00:00,48.15,67809,74800
2011-01-24 01:00:00,47.47,66285,69600
2011-01-24 02:00:00,45.82,66384,70600
2011-01-24 03:00:00,43.54,65657,67900
2011-01-24 04:00:00,42.39,65669,65600
2011-01-24 05:00:00,44.91,66362,66500
2011-01-24 06:00:00,57.17,70404,70600
2011-01-24 07:00:00,68.29,74233,78100
2011-01-24 08:00:00,67,76309,83900
2011-01-24 09:00:00,66.37,76322,84300
2011-01-24 10:00:00,66.74,75826,84300
2011-01-24 11:00:00,65.99,75887,83800
2011-01-24 12:00:00,66.16,75122,83800
2011-01-24 13:00:00,64.77,74827,83900
2011-01-24 14:00:00,63.89,74199,81100
2011-01-24 15:00:00,63.05,73398,78900
2011-01-24 16:00:00,63.11,73784,77500
2011-01-24 17:00:00,66.42,74243,78100
2011-01-24 18:00:00,74.99,78970,83900
2011-01-24 19:00:00,69.19,78764,88100
2011-01-24 20:00:00,64.98,76477,83700
2011-01-24 21:00:00,54.54,72343,79500
2011-01-24 22:00:00,59.43,71355,76500
2011-01-24 23:00:00,57.27,70729,79500
2011-01-25 00:00:00,49.7,68941,77100
2011-01-25 01:00:00,49.29,68533,71900
2011-01-25 02:00:00,47.52,68485,72800
2011-01-25 03:00:00,42.02,66796,70100
2011-01-25 04:00:00,40.82,66033,67700
2011-01-25 05:00:00,45.33,67365,68100
2011-01-25 06:00:00,50.84,69996,72200
2011-01-25 07:00:00,65.73,73868,79200
2011-01-25 08:00:00,64.93,74959,85000
2011-01-25 09:00:00,66.51,75149,85100
2011-01-25 10:00:00,66.18,75460,85100
2011-01-25 11:00:00,66.26,75184,84500
2011-01-25 12:00:00,64.01,73709,84500
2011-01-25 13:00:00,64,73488,84200
2011-01-25 14:00:00,60.58,72843,81700
2011-01-25 15:00:00,58.7,71595,79400
2011-01-25 16:00:00,61.18,72739,78300
2011-01-25 17:00:00,65.16,73567,78600
2011-01-25 18:00:00,73,78010,83300
2011-01-25 19:00:00,69.64,77160,87200
2011-01-25 20:00:00,61.05,74615,83200
2011-01-25 21:00:00,53.4,71093,79200
2011-01-25 22:00:00,53.05,70254,75800
2011-01-25 23:00:00,50.54,69869,78800
2011-01-26 00:00:00,47.07,68153,75900
2011-01-26 01:00:00,49.09,67484,70900
2011-01-26 02:00:00,46.24,67276,72500
2011-01-26 03:00:00,44.14,65972,69500
2011-01-26 04:00:00,44.75,66014,67100
2011-01-26 05:00:00,46.98,67062,67600
2011-01-26 06:00:00,52.86,70344,71400
2011-01-26 07:00:00,67.32,73746,77900
2011-01-26 08:00:00,68.38,76613,83300
2011-01-26 09:00:00,67.78,77058,84500
2011-01-26 10:00:00,67.46,77463,84600
2011-01-26 11:00:00,67.54,77951,84200
2011-01-26 12:00:00,66.25,77376,84200
2011-01-26 13:00:00,65.41,76429,84000
2011-01-26 14:00:00,64.37,76239,81700
2011-01-26 15:00:00,63.41,74471,79300
2011-01-26 16:00:00,63.83,74084,78400
2011-01-26 17:00:00,67.17,75142,78600
2011-01-26 18:00:00,72.91,78071,83200
2011-01-26 19:00:00,67.66,77918,87500
2011-01-26 20:00:00,61.31,76273,83300
2011-01-26 21:00:00,52.47,72430,79000
2011-01-26 22:00:00,55.3,70928,75600
2011-01-26 23:00:00,51.08,70186,78700
2011-01-27 00:00:00,46.98,69372,77100
2011-01-27 01:00:00,46.75,67537,72300
2011-01-27 02:00:00,45.91,67412,73200
2011-01-27 03:00:00,43.84,67154,70700
2011-01-27 04:00:00,43.11,67264,68300
2011-01-27 05:00:00,45.1,67458,68700
2011-01-27 06:00:00,50.78,69745,72300
2011-01-27 07:00:00,65.53,75685,79700
2011-01-27 08:00:00,66.48,77123,84900
2011-01-27 09:00:00,66.3,77163,84300
2011-01-27 10:00:00,65.99,77295,84100
2011-01-27 11:00:00,66.34,77109,83800
2011-01-27 12:00:00,65.23,76913,83700
2011-01-27 13:00:00,64.41,76682,82900
2011-01-27 14:00:00,63.65,76138,80900
2011-01-27 15:00:00,62.24,75452,78600
2011-01-27 16:00:00,63.92,76008,77300
2011-01-27 17:00:00,66.64,76881,77600
2011-01-27 18:00:00,71.33,79474,82900
2011-01-27 19:00:00,67.94,79199,87200
2011-01-27 20:00:00,62.71,76277,84000
2011-01-27 21:00:00,53.98,72308,79700
2011-01-27 22:00:00,54.36,71827,76000
2011-01-27 23:00:00,48.84,70394,79400
2011-01-28 00:00:00,47.66,69177,76800
2011-01-28 01:00:00,46.75,67707,72600
2011-01-28 02:00:00,44.38,67460,74200
2011-01-28 03:00:00,43.52,67603,71400
2011-01-28 04:00:00,44.19,67569,69200
2011-01-28 05:00:00,47.99,68290,69700
2011-01-28 06:00:00,55.64,71169,73400
2011-01-28 07:00:00,65.44,75314,80700
2011-01-28 08:00:00,66.77,76239,86100
2011-01-28 09:00:00,66.25,77118,85700
2011-01-28 10:00:00,65.94,76965,85700
2011-01-28 11:00:00,65.28,76341,85300
2011-01-28 12:00:00,64.17,75588,84700
2011-01-28 13:00:00,63.13,75016,84300
2011-01-28 14:00:00,61.03,74441,81600
2011-01-28 15:00:00,55.44,73850,79300
2011-01-28 16:00:00,58.2,73410,77600
2011-01-28 17:00:00,64.83,75184,78100
2011-01-28 18:00:00,68.54,78667,82900
2011-01-28 19:00:00,65.71,77655,87000
2011-01-28 20:00:00,59.77,75695,83700
2011-01-28 21:00:00,54.79,72817,80000
2011-01-28 22:00:00,55.67,71751,76800
2011-01-28 23:00:00,52.71,71722,80400
2011-01-29 00:00:00,52.17,70244,78600
2011-01-29 01:00:00,51.07,68756,72800
2011-01-29 02:00:00,47.77,68185,74500
2011-01-29 03:00:00,45.96,67428,71000
2011-01-29 04:00:00,44.97,67302,68700
2011-01-29 05:00:00,44.18,66923,67500
2011-01-29 06:00:00,45.16,67315,68700
2011-01-29 07:00:00,47.46,68030,71300
2011-01-29 08:00:00,51.27,69737,74300
2011-01-29 09:00:00,55.39,73078,76400
2011-01-29 10:00:00,59.32,74550,78200
2011-01-29 11:00:00,60.45,75129,78100
2011-01-29 12:00:00,58.14,75220,78200
2011-01-29 13:00:00,53.25,73819,79000
2011-01-29 14:00:00,49.71,71934,74900
2011-01-29 15:00:00,47.84,71215,72100
2011-01-29 16:00:00,47.94,71454,70200
2011-01-29 17:00:00,59.7,73169,70300
2011-01-29 18:00:00,64.05,76484,75200
2011-01-29 19:00:00,62.03,75815,79600
2011-01-29 20:00:00,55.29,73610,77700
2011-01-29 21:00:00,48.04,70640,74700
2011-01-29 22:00:00,49.93,71074,72600
2011-01-29 23:00:00,50.03,70805,77100
2011-01-30 00:00:00,47.54,70158,75900
2011-01-30 01:00:00,51.14,68834,71700
2011-01-30 02:00:00,49.31,68027,72600
2011-01-30 03:00:00,45.1,66154,69200
2011-01-30 04:00:00,44.19,65417,66700
2011-01-30 05:00:00,43.03,65399,65500
2011-01-30 06:00:00,37.74,65019,65800
2011-01-30 07:00:00,42.43,65698,67100
2011-01-30 08:00:00,44.52,67334,68500
2011-01-30 09:00:00,47.69,68172,70500
2011-01-30 10:00:00,54.12,71017,73300
2011-01-30 11:00:00,57.93,73184,74800
2011-01-30 12:00:00,56.73,73197,75600
2011-01-30 13:00:00,48.34,71057,77000
2011-01-30 14:00:00,44.65,68994,71600
2011-01-30 15:00:00,43.02,68712,68500
2011-01-30 16:00:00,42.7,69388,66800
2011-01-30 17:00:00,52.43,71048,67800
2011-01-30 18:00:00,63.35,75327,72900
2011-01-30 19:00:00,63.3,76973,78600
2011-01-30 20:00:00,61.6,76096,78800
2011-01-30 21:00:00,53.2,73531,75800
2011-01-30 22:00:00,57.92,72585,73400
2011-01-30 23:00:00,53.02,71635,76900
2011-01-31 00:00:00,48.43,69065,74600
2011-01-31 01:00:00,48.93,68582,71400
2011-01-31 02:00:00,49.69,68633,72900
2011-01-31 03:00:00,45.9,67451,70300
2011-01-31 04:00:00,44.99,66806,68200
2011-01-31 05:00:00,46,68234,69000
2011-01-31 06:00:00,58.5,71882,73000
2011-01-31 07:00:00,69.04,75822,79300
2011-01-31 08:00:00,69.27,77589,84200
2011-01-31 09:00:00,67.51,78915,84500
2011-01-31 10:00:00,65.1,79358,84600
2011-01-31 11:00:00,64.47,78701,84200
2011-01-31 12:00:00,63.34,77935,84300
2011-01-31 13:00:00,62.92,78334,84300
2011-01-31 14:00:00,62.11,77666,81300
2011-01-31 15:00:00,61.68,76073,78900
2011-01-31 16:00:00,61.07,75715,77200
2011-01-31 17:00:00,67.14,78720,77500
2011-01-31 18:00:00,113.86,80819,82000
2011-01-31 19:00:00,82.35,81059,87100
2011-01-31 20:00:00,66.4,78502,83900
2011-01-31 21:00:00,61.11,75746,79300
2011-01-31 22:00:00,61.28,74593,75700
2011-01-31 23:00:00,53.03,74061,79200
2011-02-01 00:00:00,52.23,72686,77200
2011-02-01 01:00:00,52.67,71378,74000
2011-02-01 02:00:00,51.55,71068,76700
2011-02-01 03:00:00,46.13,69610,74200
2011-02-01 04:00:00,45.48,69434,71900
2011-02-01 05:00:00,48.19,70865,72200
2011-02-01 06:00:00,57.8,72857,76100
2011-02-01 07:00:00,71.27,77188,82300
2011-02-01 08:00:00,76.3,78454,86900
2011-02-01 09:00:00,70.59,78584,86600
2011-02-01 10:00:00,68.58,78333,86600
2011-02-01 11:00:00,67,79339,85800
2011-02-01 12:00:00,66,79149,85700
2011-02-01 13:00:00,61.73,79100,85200
2011-02-01 14:00:00,61.01,78504,82400
2011-02-01 15:00:00,60.05,77264,80100
2011-02-01 16:00:00,60.36,76579,78700
2011-02-01 17:00:00,65.55,76514,79000
2011-02-01 18:00:00,79.33,79692,82800
2011-02-01 19:00:00,68.82,79121,87400
2011-02-01 20:00:00,60.81,76964,84200
2011-02-01 21:00:00,53.17,74700,79800
2011-02-01 22:00:00,56.2,74214,76100
2011-02-01 23:00:00,51.8,73987,79200
2011-02-02 00:00:00,47.16,72023,76900
2011-02-02 01:00:00,49,72332,73100
2011-02-02 02:00:00,48.61,71841,75900
2011-02-02 03:00:00,45.74,69318,73100
2011-02-02 04:00:00,44.61,69050,70700
2011-02-02 05:00:00,47.93,70448,71000
2011-02-02 06:00:00,56.35,73038,74600
2011-02-02 07:00:00,63.74,76232,80100
2011-02-02 08:00:00,63.09,77148,84300
2011-02-02 09:00:00,64.17,77910,85500
2011-02-02 10:00:00,63.47,78181,85700
2011-02-02 11:00:00,65.73,77656,85100
2011-02-02 12:00:00,63.28,76909,85200
2011-02-02 13:00:00,62.3,75863,84900
2011-02-02 14:00:00,59.44,74841,82500
2011-02-02 15:00:00,59.41,73097,79900
2011-02-02 16:00:00,60.68,73203,78200
2011-02-02 17:00:00,62.28,74942,77700
2011-02-02 18:00:00,77.2,78698,81300
2011-02-02 19:00:00,67.54,78617,86100
2011-02-02 20:00:00,66.19,75440,82100
2011-02-02 21:00:00,53.2,71602,77900
2011-02-02 22:00:00,58.91,70958,74400
2011-02-02 23:00:00,53.51,70653,77300
2011-02-03 00:00:00,51.18,68930,76800
2011-02-03 01:00:00,53.02,69375,72800
2011-02-03 02:00:00,49.42,68521,74000
2011-02-03 03:00:00,43.69,66451,71300
2011-02-03 04:00:00,38.95,65781,68800
2011-02-03 05:00:00,47.54,67242,68900
2011-02-03 06:00:00,51.86,68832,72300
2011-02-03 07:00:00,63.33,74262,80400
2011-02-03 08:00:00,65.41,75869,85000
