Date, Prices, Generation forecast, System load forecast
2011-01-13 11:00:00,59.216,72707,72200
2011-01-13 12:00:00,56.189,72084,72700
2011-01-13 13:00:00,53.279,71645,72300
2011-01-13 14:00:00,50.538,70643,70700
2011-01-13 15:00:00,47.03,69132,68300
2011-01-13 16:00:00,40.01,68354,66800
2011-01-13 17:00:00,54.566,70896,66800
2011-01-13 18:00:00,64.948,73178,72400
2011-01-13 19:00:00,57.919,73313,75300
2011-01-13 20:00:00,54.451,70557,71700
2011-01-13 21:00:00,48.598,66276,66800
2011-01-13 22:00:00,49.436,65292,63200
2011-01-13 23:00:00,43.808,65122,66300
2011-01-14 00:00:00,25.206,64192,63700
2011-01-14 01:00:00,18.026,63133,59300
2011-01-14 02:00:00,14.079,63047,59800
2011-01-14 03:00:00,10.364,61551,56600
2011-01-14 04:00:00,10.51,62032,54600
2011-01-14 05:00:00,22.897,63476,55200
2011-01-14 06:00:00,43.087,66287,59000
2011-01-14 07:00:00,62.206,71646,66300
2011-01-14 08:00:00,65.006,73873,72900
2011-01-14 09:00:00,64.479,73011,72100
2011-01-14 10:00:00,61.262,72439,71900
2011-01-14 11:00:00,61.421,72311,71700
2011-01-14 12:00:00,57,71938,71400
2011-01-14 13:00:00,54.283,71446,71300
2011-01-14 14:00:00,50.701,70116,68600
2011-01-14 15:00:00,48.097,69359,66300
2011-01-14 16:00:00,50.127,69365,65200
2011-01-14 17:00:00,58.438,71559,65700
2011-01-14 18:00:00,61.279,73792,70800
2011-01-14 19:00:00,58.349,73735,73100
2011-01-14 20:00:00,51.406,70543,69800
2011-01-14 21:00:00,49.359,66936,66100
2011-01-14 22:00:00,51.404,65695,63100
2011-01-14 23:00:00,44.079,64921,66100
2011-01-15 00:00:00,36.538,63724,63800
2011-01-15 01:00:00,30.297,62233,59200
2011-01-15 02:00:00,21.781,62034,59400
2011-01-15 03:00:00,15.187,61050,55700
2011-01-15 04:00:00,14.635,60333,53600
2011-01-15 05:00:00,15.295,61233,52800
2011-01-15 06:00:00,17.107,61325,53900
2011-01-15 07:00:00,40.604,62433,56400
2011-01-15 08:00:00,49.04,64200,60400
2011-01-15 09:00:00,53.12,66213,62000
2011-01-15 10:00:00,53.197,66890,63800
2011-01-15 11:00:00,52.99,65982,64300
2011-01-15 12:00:00,53.895,65643,64900
2011-01-15 13:00:00,47.792,64980,66400
2011-01-15 14:00:00,45,63067,62600
2011-01-15 15:00:00,43.28,62029,59800
2011-01-15 16:00:00,42.419,61838,58400
2011-01-15 17:00:00,49.138,63862,58600
2011-01-15 18:00:00,63.206,68361,64100
2011-01-15 19:00:00,56.19,68079,66400
2011-01-15 20:00:00,44.96,65862,65100
2011-01-15 21:00:00,37.43,63868,62100
2011-01-15 22:00:00,43.78,62986,59800
2011-01-15 23:00:00,36.788,62837,63800
2011-01-16 00:00:00,21.324,61281,61500
2011-01-16 01:00:00,18.542,60390,57700
2011-01-16 02:00:00,14.99,58835,57400
2011-01-16 03:00:00,10.064,57669,53800
2011-01-16 04:00:00,10.201,56059,51300
2011-01-16 05:00:00,11.576,56169,50500
2011-01-16 06:00:00,10.174,56397,50600
2011-01-16 07:00:00,10.197,58046,51500
2011-01-16 08:00:00,16.596,60081,53300
2011-01-16 09:00:00,27.898,61348,54600
2011-01-16 10:00:00,39.94,63490,57000
2011-01-16 11:00:00,45.12,63913,58400
2011-01-16 12:00:00,45.107,63909,59600
2011-01-16 13:00:00,35.134,63563,61400
2011-01-16 14:00:00,25.448,61896,56400
2011-01-16 15:00:00,23.928,61752,54000
2011-01-16 16:00:00,31.983,61683,52400
2011-01-16 17:00:00,39.509,63425,53900
2011-01-16 18:00:00,64.153,68474,59800
2011-01-16 19:00:00,64.996,68475,64200
2011-01-16 20:00:00,55.151,66395,64900
2011-01-16 21:00:00,49.315,64097,62100
2011-01-16 22:00:00,51.309,63693,59900
2011-01-16 23:00:00,46.139,63185,63000
2011-01-17 00:00:00,22.727,61984,60700
2011-01-17 01:00:00,16.748,61334,56900
2011-01-17 02:00:00,17.102,61624,57400
2011-01-17 03:00:00,12.72,61236,54800
2011-01-17 04:00:00,14.869,61426,52900
2011-01-17 05:00:00,23.529,61775,53800
2011-01-17 06:00:00,45.476,64756,57900
2011-01-17 07:00:00,62.43,69467,65600
2011-01-17 08:00:00,65.906,71584,71500
2011-01-17 09:00:00,61.187,71478,71800
2011-01-17 10:00:00,58.618,72047,71500
2011-01-17 11:00:00,59.904,72230,71400
2011-01-17 12:00:00,60.137,71938,71900
2011-01-17 13:00:00,58.397,71513,72400
2011-01-17 14:00:00,52.541,70375,69800
2011-01-17 15:00:00,52.928,69048,68000
2011-01-17 16:00:00,58.517,69584,66800
2011-01-17 17:00:00,67.263,72282,67600
2011-01-17 18:00:00,68.359,73486,73200
2011-01-17 19:00:00,65.968,73338,76900
2011-01-17 20:00:00,60.204,70342,73800
2011-01-17 21:00:00,51.239,68138,69200
2011-01-17 22:00:00,50.891,66962,65800
2011-01-17 23:00:00,48.922,66049,68800
2011-01-18 00:00:00,37.652,65333,65900
2011-01-18 01:00:00,37.28,64260,61900
2011-01-18 02:00:00,34.944,64005,62100
2011-01-18 03:00:00,25.305,63214,59500
2011-01-18 04:00:00,28.799,62776,57300
2011-01-18 05:00:00,40.49,63315,57700
2011-01-18 06:00:00,45.24,64479,61800
2011-01-18 07:00:00,59.596,68836,69100
2011-01-18 08:00:00,63.27,71905,74900
2011-01-18 09:00:00,61.629,72146,75100
2011-01-18 10:00:00,63.317,72539,75100
2011-01-18 11:00:00,63.578,73008,74800
2011-01-18 12:00:00,62.888,72506,75500
2011-01-18 13:00:00,62.357,72654,76000
2011-01-18 14:00:00,59.371,71545,73800
2011-01-18 15:00:00,55.973,70954,71900
2011-01-18 16:00:00,59.065,71085,71000
2011-01-18 17:00:00,67.896,73559,71400
2011-01-18 18:00:00,69.082,75632,75900
2011-01-18 19:00:00,66.98,76146,79000
2011-01-18 20:00:00,60.097,72181,76100
2011-01-18 21:00:00,50.014,69839,71600
2011-01-18 22:00:00,49.745,68559,68000
2011-01-18 23:00:00,45.892,68268,70600
2011-01-19 00:00:00,47.14,67917,68000
2011-01-19 01:00:00,45.438,67464,63800
2011-01-19 02:00:00,43.01,67564,64100
2011-01-19 03:00:00,38.894,65930,61600
2011-01-19 04:00:00,40.103,66587,59300
2011-01-19 05:00:00,46.279,67196,60000
2011-01-19 06:00:00,49.51,68629,64000
2011-01-19 07:00:00,65.057,73816,70800
2011-01-19 08:00:00,66.502,76208,76200
2011-01-19 09:00:00,66.09,76666,77600
2011-01-19 10:00:00,65.911,76136,78200
2011-01-19 11:00:00,65.997,76051,78500
2011-01-19 12:00:00,65.502,75203,79400
2011-01-19 13:00:00,65.003,74310,80100
2011-01-19 14:00:00,62.944,73588,78200
2011-01-19 15:00:00,61.083,72304,76100
2011-01-19 16:00:00,61.194,72463,74800
2011-01-19 17:00:00,66.882,75000,75300
2011-01-19 18:00:00,69.22,77871,79700
2011-01-19 19:00:00,66.464,77785,83300
2011-01-19 20:00:00,61.188,74637,80200
2011-01-19 21:00:00,51.11,71474,75600
2011-01-19 22:00:00,52.003,71199,71500
2011-01-19 23:00:00,48.854,70487,74600
2011-01-20 00:00:00,43.09,69463,72100
2011-01-20 01:00:00,42.628,68381,67700
2011-01-20 02:00:00,42.597,68389,67800
2011-01-20 03:00:00,40.059,67488,65800
2011-01-20 04:00:00,39.96,66900,63500
2011-01-20 05:00:00,41.773,68012,64000
2011-01-20 06:00:00,48,69870,67900
2011-01-20 07:00:00,63.3,74970,75300
2011-01-20 08:00:00,66.085,76968,80600
2011-01-20 09:00:00,66.083,76682,80100
2011-01-20 10:00:00,65.826,76232,80100
2011-01-20 11:00:00,65.632,76601,80200
2011-01-20 12:00:00,64.934,75242,80900
2011-01-20 13:00:00,63.842,74937,80300
2011-01-20 14:00:00,61.74,74650,78900
2011-01-20 15:00:00,60.314,74480,76700
2011-01-20 16:00:00,61.804,75264,75500
2011-01-20 17:00:00,66.609,77122,75500
2011-01-20 18:00:00,69.734,79795,81300
2011-01-20 19:00:00,66.832,78433,84800
2011-01-20 20:00:00,63.71,75238,82800
2011-01-20 21:00:00,53.023,72141,77700
2011-01-20 22:00:00,52.599,71477,73600
2011-01-20 23:00:00,48.461,71764,77000
2011-01-21 00:00:00,46.04,69736,74100
2011-01-21 01:00:00,45.3,68971,70100
2011-01-21 02:00:00,44.882,68891,70700
2011-01-21 03:00:00,42.651,68734,68300
2011-01-21 04:00:00,42.089,67578,66400
2011-01-21 05:00:00,45.705,68273,67100
2011-01-21 06:00:00,50.833,71124,71100
2011-01-21 07:00:00,64.034,76918,78500
2011-01-21 08:00:00,66.608,78535,84400
2011-01-21 09:00:00,66.23,78357,83700
2011-01-21 10:00:00,66,78144,83700
2011-01-21 11:00:00,65.212,78531,83500
2011-01-21 12:00:00,64.52,77379,83200
2011-01-21 13:00:00,62.982,77182,83100
2011-01-21 14:00:00,60.173,75686,80700
2011-01-21 15:00:00,56.187,74113,78400
2011-01-21 16:00:00,62.074,75523,77000
2011-01-21 17:00:00,66.126,77944,77300
2011-01-21 18:00:00,67.846,80080,82500
2011-01-21 19:00:00,66.273,79526,85600
2011-01-21 20:00:00,60.807,76137,82600
2011-01-21 21:00:00,54.99,73571,78800
2011-01-21 22:00:00,56.962,73501,75500
2011-01-21 23:00:00,54.328,73773,78800
2011-01-22 00:00:00,50.069,71991,76600
2011-01-22 01:00:00,48.181,69799,71800
2011-01-22 02:00:00,46.854,70041,72400
2011-01-22 03:00:00,45.032,68877,69400
2011-01-22 04:00:00,44.46,66803,67300
2011-01-22 05:00:00,46.685,67190,66500
2011-01-22 06:00:00,44.93,67073,67800
2011-01-22 07:00:00,46.68,67816,71100
2011-01-22 08:00:00,51.39,69706,74700
2011-01-22 09:00:00,58.001,72509,76400
2011-01-22 10:00:00,60.384,73784,78400
2011-01-22 11:00:00,61.038,73721,78300
2011-01-22 12:00:00,61.098,74042,78500
2011-01-22 13:00:00,59.118,73030,79500
2011-01-22 14:00:00,53,71008,75500
2011-01-22 15:00:00,50.55,70293,72500
2011-01-22 16:00:00,50.119,70554,71000
2011-01-22 17:00:00,63.099,73298,70800
2011-01-22 18:00:00,64.804,74721,76500
2011-01-22 19:00:00,62.621,75290,79800
2011-01-22 20:00:00,59.174,73201,77800
2011-01-22 21:00:00,53.132,70113,74900
2011-01-22 22:00:00,58.794,71141,72700
2011-01-22 23:00:00,52.976,70693,76700
2011-01-23 00:00:00,51.092,69277,75100
2011-01-23 01:00:00,53.022,67655,71100
2011-01-23 02:00:00,47.685,66874,71200
2011-01-23 03:00:00,42.907,65657,68000
2011-01-23 04:00:00,39.96,65336,65300
2011-01-23 05:00:00,35.401,65500,64400
2011-01-23 06:00:00,31.081,65104,64700
2011-01-23 07:00:00,42.61,64206,66400
2011-01-23 08:00:00,45.761,65346,68400
2011-01-23 09:00:00,48.959,67823,70000
2011-01-23 10:00:00,51.293,69277,72900
2011-01-23 11:00:00,53.187,70154,74400
2011-01-23 12:00:00,54.429,71017,75100
2011-01-23 13:00:00,49.852,69270,76600
2011-01-23 14:00:00,45.296,67647,71400
2011-01-23 15:00:00,42.977,67901,68600
2011-01-23 16:00:00,43.93,67738,66900
2011-01-23 17:00:00,55.668,69431,68200
2011-01-23 18:00:00,63.722,73291,73900
2011-01-23 19:00:00,63.413,74355,78500
2011-01-23 20:00:00,60.078,72675,77400
2011-01-23 21:00:00,53.256,70217,75100
2011-01-23 22:00:00,53.98,69456,72800
2011-01-23 23:00:00,51.393,68023,75900
2011-01-24 00:00:00,48.155,67809,74800
2011-01-24 01:00:00,47.469,66285,69600
2011-01-24 02:00:00,45.821,66384,70600
2011-01-24 03:00:00,43.539,65657,67900
2011-01-24 04:00:00,42.392,65669,65600
2011-01-24 05:00:00,44.915,66362,66500
2011-01-24 06:00:00,57.167,70404,70600
2011-01-24 07:00:00,68.291,74233,78100
2011-01-24 08:00:00,67.005,76309,83900
2011-01-24 09:00:00,66.371,76322,84300
2011-01-24 10:00:00,66.74,75826,84300
2011-01-24 11:00:00,65.993,75887,83800
2011-01-24 12:00:00,66.16,75122,83800
2011-01-24 13:00:00,64.773,74827,83900
2011-01-24 14:00:00,63.887,74199,81100
2011-01-24 15:00:00,63.048,73398,78900
2011-01-24 16:00:00,63.112,73784,77500
2011-01-24 17:00:00,66.422,74243,78100
2011-01-24 18:00:00,74.99,78970,83900
2011-01-24 19:00:00,69.189,78764,88100
2011-01-24 20:00:00,64.982,76477,83700
2011-01-24 21:00:00,54.542,72343,79500
2011-01-24 22:00:00,59.426,71355,76500
2011-01-24 23:00:00,57.272,70729,79500
2011-01-25 00:00:00,49.702,68941,77100
2011-01-25 01:00:00,49.287,68533,71900
2011-01-25 02:00:00,47.52,68485,72800
2011-01-25 03:00:00,42.02,66796,70100
2011-01-25 04:00:00,40.822,66033,67700
2011-01-25 05:00:00,45.334,67365,68100
2011-01-25 06:00:00,50.84,69996,72200
2011-01-25 07:00:00,65.727,73868,79200
2011-01-25 08:00:00,64.93,74959,85000
2011-01-25 09:00:00,66.508,75149,85100
2011-01-25 10:00:00,66.185,75460,85100
2011-01-25 11:00:00,66.255,75184,84500
2011-01-25 12:00:00,64.009,73709,84500
2011-01-25 13:00:00,63.997,73488,84200
2011-01-25 14:00:00,60.576,72843,81700
2011-01-25 15:00:00,58.702,71595,79400
2011-01-25 16:00:00,61.182,72739,78300
2011-01-25 17:00:00,65.161,73567,78600
2011-01-25 18:00:00,73,78010,83300
2011-01-25 19:00:00,69.64,77160,87200
2011-01-25 20:00:00,61.051,74615,83200
2011-01-25 21:00:00,53.401,71093,79200
2011-01-25 22:00:00,53.051,70254,75800
2011-01-25 23:00:00,50.538,69869,78800
2011-01-26 00:00:00,47.065,68153,75900
2011-01-26 01:00:00,49.092,67484,70900
2011-01-26 02:00:00,46.243,67276,72500
2011-01-26 03:00:00,44.143,65972,69500
2011-01-26 04:00:00,44.748,66014,67100
2011-01-26 05:00:00,46.975,67062,67600
2011-01-26 06:00:00,52.857,70344,71400
2011-01-26 07:00:00,67.32,73746,77900
2011-01-26 08:00:00,68.384,76613,83300
2011-01-26 09:00:00,67.777,77058,84500
2011-01-26 10:00:00,67.461,77463,84600
2011-01-26 11:00:00,67.542,77951,84200
2011-01-26 12:00:00,66.252,77376,84200
2011-01-26 13:00:00,65.415,76429,84000
2011-01-26 14:00:00,64.366,76239,81700
2011-01-26 15:00:00,63.414,74471,79300
2011-01-26 16:00:00,63.827,74084,78400
2011-01-26 17:00:00,67.173,75142,78600
2011-01-26 18:00:00,72.909,78071,83200
2011-01-26 19:00:00,67.66,77918,87500
2011-01-26 20:00:00,61.307,76273,83300
2011-01-26 21:00:00,52.473,72430,79000
2011-01-26 22:00:00,55.3,70928,75600
2011-01-26 23:00:00,51.08,70186,78700
2011-01-27 00:00:00,46.982,69372,77100
2011-01-27 01:00:00,46.752,67537,72300
2011-01-27 02:00:00,45.912,67412,73200
2011-01-27 03:00:00,43.838,67154,70700
2011-01-27 04:00:00,43.112,67264,68300
2011-01-27 05:00:00,45.102,67458,68700
2011-01-27 06:00:00,50.777,69745,72300
2011-01-27 07:00:00,65.527,75685,79700
2011-01-27 08:00:00,66.479,77123,84900
2011-01-27 09:00:00,66.302,77163,84300
2011-01-27 10:00:00,65.993,77295,84100
2011-01-27 11:00:00,66.34,77109,83800
2011-01-27 12:00:00,65.227,76913,83700
2011-01-27 13:00:00,64.408,76682,82900
2011-01-27 14:00:00,63.652,76138,80900
2011-01-27 15:00:00,62.244,75452,78600
2011-01-27 16:00:00,63.92,76008,77300
2011-01-27 17:00:00,66.638,76881,77600
2011-01-27 18:00:00,71.33,79474,82900
2011-01-27 19:00:00,67.941,79199,87200
2011-01-27 20:00:00,62.71,76277,84000
2011-01-27 21:00:00,53.976,72308,79700
2011-01-27 22:00:00,54.356,71827,76000
2011-01-27 23:00:00,48.842,70394,79400
2011-01-28 00:00:00,47.663,69177,76800
2011-01-28 01:00:00,46.75,67707,72600
2011-01-28 02:00:00,44.38,67460,74200
2011-01-28 03:00:00,43.521,67603,71400
2011-01-28 04:00:00,44.19,67569,69200
2011-01-28 05:00:00,47.992,68290,69700
2011-01-28 06:00:00,55.636,71169,73400
2011-01-28 07:00:00,65.44,75314,80700
2011-01-28 08:00:00,66.773,76239,86100
2011-01-28 09:00:00,66.248,77118,85700
2011-01-28 10:00:00,65.943,76965,85700
2011-01-28 11:00:00,65.282,76341,85300
2011-01-28 12:00:00,64.172,75588,84700
2011-01-28 13:00:00,63.129,75016,84300
2011-01-28 14:00:00,61.028,74441,81600
2011-01-28 15:00:00,55.435,73850,79300
2011-01-28 16:00:00,58.202,73410,77600
2011-01-28 17:00:00,64.825,75184,78100
2011-01-28 18:00:00,68.54,78667,82900
2011-01-28 19:00:00,65.706,77655,87000
2011-01-28 20:00:00,59.765,75695,83700
2011-01-28 21:00:00,54.786,72817,80000
2011-01-28 22:00:00,55.667,71751,76800
2011-01-28 23:00:00,52.711,71722,80400
2011-01-29 00:00:00,52.17,70244,78600
2011-01-29 01:00:00,51.069,68756,72800
2011-01-29 02:00:00,47.766,68185,74500
2011-01-29 03:00:00,45.957,67428,71000
2011-01-29 04:00:00,44.97,67302,68700
2011-01-29 05:00:00,44.176,66923,67500
2011-01-29 06:00:00,45.164,67315,68700
2011-01-29 07:00:00,47.46,68030,71300
2011-01-29 08:00:00,51.275,69737,74300
2011-01-29 09:00:00,55.39,73078,76400
2011-01-29 10:00:00,59.317,74550,78200
2011-01-29 11:00:00,60.446,75129,78100
2011-01-29 12:00:00,58.135,75220,78200
2011-01-29 13:00:00,53.253,73819,79000
2011-01-29 14:00:00,49.711,71934,74900
2011-01-29 15:00:00,47.839,71215,72100
2011-01-29 16:00:00,47.944,71454,70200
2011-01-29 17:00:00,59.704,73169,70300
2011-01-29 18:00:00,64.047,76484,75200
2011-01-29 19:00:00,62.031,75815,79600
2011-01-29 20:00:00,55.294,73610,77700
2011-01-29 21:00:00,48.042,70640,74700
2011-01-29 22:00:00,49.93,71074,72600
2011-01-29 23:00:00,50.032,70805,77100
2011-01-30 00:00:00,47.54,70158,75900
2011-01-30 01:00:00,51.141,68834,71700
2011-01-30 02:00:00,49.309,68027,72600
2011-01-30 03:00:00,45.1,66154,69200
2011-01-30 04:00:00,44.189,65417,66700
2011-01-30 05:00:00,43.029,65399,65500
2011-01-30 06:00:00,37.735,65019,65800
2011-01-30 07:00:00,42.43,65698,67100
2011-01-30 08:00:00,44.519,67334,68500
2011-01-30 09:00:00,47.686,68172,70500
2011-01-30 10:00:00,54.124,71017,73300
2011-01-30 11:00:00,57.926,73184,74800
2011-01-30 12:00:00,56.734,73197,75600
2011-01-30 13:00:00,48.341,71057,77000
2011-01-30 14:00:00,44.65,68994,71600
2011-01-30 15:00:00,43.022,68712,68500
2011-01-30 16:00:00,42.7,69388,66800
2011-01-30 17:00:00,52.43,71048,67800
2011-01-30 18:00:00,63.355,75327,72900
2011-01-30 19:00:00,63.302,76973,78600
2011-01-30 20:00:00,61.602,76096,78800
2011-01-30 21:00:00,53.195,73531,75800
2011-01-30 22:00:00,57.916,72585,73400
2011-01-30 23:00:00,53.022,71635,76900
2011-01-31 00:00:00,48.43,69065,74600
2011-01-31 01:00:00,48.926,68582,71400
2011-01-31 02:00:00,49.689,68633,72900
2011-01-31 03:00:00,45.901,67451,70300
2011-01-31 04:00:00,44.99,66806,68200
2011-01-31 05:00:00,46,68234,69000
2011-01-31 06:00:00,58.496,71882,73000
2011-01-31 07:00:00,69.038,75822,79300
2011-01-31 08:00:00,69.273,77589,84200
2011-01-31 09:00:00,67.514,78915,84500
2011-01-31 10:00:00,65.1,79358,84600
2011-01-31 11:00:00,64.469,78701,84200
2011-01-31 12:00:00,63.336,77935,84300
2011-01-31 13:00:00,62.918,78334,84300
2011-01-31 14:00:00,62.114,77666,81300
2011-01-31 15:00:00,61.679,76073,78900
2011-01-31 16:00:00,61.074,75715,77200
2011-01-31 17:00:00,67.135,78720,77500
2011-01-31 18:00:00,113.86,80819,82000
2011-01-31 19:00:00,82.355,81059,87100
2011-01-31 20:00:00,66.4,78502,83900
2011-01-31 21:00:00,61.114,75746,79300
2011-01-31 22:00:00,61.279,74593,75700
2011-01-31 23:00:00,53.027,74061,79200
2011-02-01 00:00:00,52.231,72686,77200
2011-02-01 01:00:00,52.665,71378,74000
2011-02-01 02:00:00,51.551,71068,76700
2011-02-01 03:00:00,46.132,69610,74200
2011-02-01 04:00:00,45.482,69434,71900
2011-02-01 05:00:00,48.192,70865,72200
2011-02-01 06:00:00,57.799,72857,76100
2011-02-01 07:00:00,71.269,77188,82300
2011-02-01 08:00:00,76.302,78454,86900
2011-02-01 09:00:00,70.587,78584,86600
2011-02-01 10:00:00,68.584,78333,86600
2011-02-01 11:00:00,67,79339,85800
2011-02-01 12:00:00,65.995,79149,85700
2011-02-01 13:00:00,61.728,79100,85200
2011-02-01 14:00:00,61.014,78504,82400
2011-02-01 15:00:00,60.055,77264,80100
2011-02-01 16:00:00,60.364,76579,78700
2011-02-01 17:00:00,65.551,76514,79000
2011-02-01 18:00:00,79.329,79692,82800
2011-02-01 19:00:00,68.822,79121,87400
2011-02-01 20:00:00,60.814,76964,84200
2011-02-01 21:00:00,53.17,74700,79800
2011-02-01 22:00:00,56.197,74214,76100
2011-02-01 23:00:00,51.8,73987,79200
2011-02-02 00:00:00,47.16,72023,76900
2011-02-02 01:00:00,49.001,72332,73100
2011-02-02 02:00:00,48.612,71841,75900
2011-02-02 03:00:00,45.735,69318,73100
2011-02-02 04:00:00,44.61,69050,70700
2011-02-02 05:00:00,47.934,70448,71000
2011-02-02 06:00:00,56.349,73038,74600
2011-02-02 07:00:00,63.737,76232,80100
2011-02-02 08:00:00,63.088,77148,84300
2011-02-02 09:00:00,64.169,77910,85500
2011-02-02 10:00:00,63.466,78181,85700
2011-02-02 11:00:00,65.729,77656,85100
2011-02-02 12:00:00,63.278,76909,85200
2011-02-02 13:00:00,62.296,75863,84900
2011-02-02 14:00:00,59.443,74841,82500
2011-02-02 15:00:00,59.406,73097,79900
2011-02-02 16:00:00,60.676,73203,78200
2011-02-02 17:00:00,62.283,74942,77700
2011-02-02 18:00:00,77.201,78698,81300
2011-02-02 19:00:00,67.54,78617,86100
2011-02-02 20:00:00,66.187,75440,82100
2011-02-02 21:00:00,53.195,71602,77900
2011-02-02 22:00:00,58.907,70958,74400
2011-02-02 23:00:00,53.506,70653,77300
2011-02-03 00:00:00,51.177,68930,76800
2011-02-03 01:00:00,53.023,69375,72800
2011-02-03 02:00:00,49.419,68521,74000
2011-02-03 03:00:00,43.687,66451,71300
2011-02-03 04:00:00,38.954,65781,68800
2011-02-03 05:00:00,47.539,67242,68900
2011-02-03 06:00:00,51.859,68832,72300
2011-02-03 07:00:00,63.334,74262,80400
