Date, Price, Wind power forecast, Ampirion zonal load forecast
2012-01-10 18:00:00,61.18,2538.5,27728.5
2012-01-10 19:00:00,56.79,2744.25,27200
2012-01-10 20:00:00,48,2950,26211
2012-01-10 21:00:00,42.74,3134.75,25286.5
2012-01-10 22:00:00,42.93,3300.5,23835.75
2012-01-10 23:00:00,39.67,3406.25,21477.25
2012-01-11 00:00:00,40.09,3637.75,19162.75
2012-01-11 01:00:00,35.92,3925,18353.75
2012-01-11 02:00:00,34.08,4170.5,18304.25
2012-01-11 03:00:00,29.41,4459.25,18664.75
2012-01-11 04:00:00,30.11,4727.75,19372.75
2012-01-11 05:00:00,36.11,4897.25,20418
2012-01-11 06:00:00,44,5019.5,23549
2012-01-11 07:00:00,52,5135.75,26177
2012-01-11 08:00:00,51.91,5292.5,27151.5
2012-01-11 09:00:00,51.96,5424.5,27245
2012-01-11 10:00:00,51.43,5575,27582.75
2012-01-11 11:00:00,51.99,5740,27984.5
2012-01-11 12:00:00,51.56,5724.5,28054.5
2012-01-11 13:00:00,50.39,5597.5,27900.25
2012-01-11 14:00:00,49.03,5345.75,27226.75
2012-01-11 15:00:00,50.92,5048.5,26898.5
2012-01-11 16:00:00,49.09,4779.5,27007.5
2012-01-11 17:00:00,60.2,4527.75,27847.25
2012-01-11 18:00:00,70.99,4310,27710
2012-01-11 19:00:00,62.31,4180.75,27064.25
2012-01-11 20:00:00,56.18,4143.75,26020.75
2012-01-11 21:00:00,47.93,4238.5,24954
2012-01-11 22:00:00,47.91,4494.5,23477.75
2012-01-11 23:00:00,42.48,4876.25,21096.5
2012-01-12 00:00:00,40.42,5438.25,18918.5
2012-01-12 01:00:00,34.44,6124,18156.5
2012-01-12 02:00:00,32.02,6783,18128
2012-01-12 03:00:00,28.89,7460.75,18612.25
2012-01-12 04:00:00,29.21,8107.5,19280.5
2012-01-12 05:00:00,32.02,8879,20398.75
2012-01-12 06:00:00,45.21,9683,23854.25
2012-01-12 07:00:00,52.79,10372.5,24713.75
2012-01-12 08:00:00,56.42,11019.75,26318
2012-01-12 09:00:00,53.36,11678,27537.5
2012-01-12 10:00:00,49.03,12304.5,27759.5
2012-01-12 11:00:00,41.04,12858.75,27220.25
2012-01-12 12:00:00,39.35,13150,27153.5
2012-01-12 13:00:00,39.62,13378.5,26736.5
2012-01-12 14:00:00,39.35,13381.75,26033
2012-01-12 15:00:00,42.43,13372.5,26973.75
2012-01-12 16:00:00,43.39,13062.75,27275.75
2012-01-12 17:00:00,56.18,12687,28274.5
2012-01-12 18:00:00,51.52,12151.75,28454
2012-01-12 19:00:00,49.04,11619.75,27805
2012-01-12 20:00:00,47.77,11054.75,26234.75
2012-01-12 21:00:00,46.29,10509.75,25208.25
2012-01-12 22:00:00,45.54,10117.75,23481.25
2012-01-12 23:00:00,39.16,9794.5,21077.75
2012-01-13 00:00:00,23.8,9643.5,19971.5
2012-01-13 01:00:00,18.44,9520.75,19291
2012-01-13 02:00:00,16.38,9529.5,19236.75
2012-01-13 03:00:00,16.36,9505,19411.25
2012-01-13 04:00:00,18.44,9510,20000.75
2012-01-13 05:00:00,25.83,9471.5,21871.5
2012-01-13 06:00:00,36.74,9517,25074.5
2012-01-13 07:00:00,45.99,9589.25,27528
2012-01-13 08:00:00,49.99,9673.75,28814
2012-01-13 09:00:00,45.04,9821.75,28931.25
2012-01-13 10:00:00,40.24,10027,29132.5
2012-01-13 11:00:00,39.4,10140.75,28783.25
2012-01-13 12:00:00,38.97,10151.5,28373.75
2012-01-13 13:00:00,38.89,10141.25,28019
2012-01-13 14:00:00,39.42,9922.5,27680.75
2012-01-13 15:00:00,44.76,9586.5,27545
2012-01-13 16:00:00,44.11,9106,27820.5
2012-01-13 17:00:00,53.43,8741.25,28246.25
2012-01-13 18:00:00,51.58,8586,28088.5
2012-01-13 19:00:00,46.93,8513,27440.25
2012-01-13 20:00:00,39.74,8426.5,25411.25
2012-01-13 21:00:00,38.36,8336.75,25377.25
2012-01-13 22:00:00,37.75,8216.5,24710.5
2012-01-13 23:00:00,30.04,8062.25,22733.5
2012-01-14 00:00:00,30.07,7509.5,20989.75
2012-01-14 01:00:00,28.66,7169.75,20409.75
2012-01-14 02:00:00,28.02,6887.5,19716
2012-01-14 03:00:00,29.07,6560.5,19964.5
2012-01-14 04:00:00,29.47,6241.25,20265.25
2012-01-14 05:00:00,30.73,5941,20152
2012-01-14 06:00:00,31.21,5688.5,20209.25
2012-01-14 07:00:00,32.1,5376.25,21117
2012-01-14 08:00:00,38.21,5083.75,22659
2012-01-14 09:00:00,40.15,4796.5,23747.5
2012-01-14 10:00:00,44.18,4655.5,24911.25
2012-01-14 11:00:00,46.01,4651,25433
2012-01-14 12:00:00,45.53,4675.75,24969.25
2012-01-14 13:00:00,40.13,4616,24886.5
2012-01-14 14:00:00,43.69,4440,24254.5
2012-01-14 15:00:00,43.38,4075,24186.25
2012-01-14 16:00:00,43.4,3670.25,24494.75
2012-01-14 17:00:00,54.61,3365.25,25548.25
2012-01-14 18:00:00,62,3126.25,25633.25
2012-01-14 19:00:00,51.94,2886.5,25375.75
2012-01-14 20:00:00,45.92,2629.75,23926.25
2012-01-14 21:00:00,38.95,2384.75,23318.25
2012-01-14 22:00:00,44.94,2157.25,23348
2012-01-14 23:00:00,39.09,1947.75,22062
2012-01-15 00:00:00,38.99,1902.25,20025.25
2012-01-15 01:00:00,38.44,1706.25,19233
2012-01-15 02:00:00,37.05,1584.75,18946.25
2012-01-15 03:00:00,34.55,1516.75,18276.25
2012-01-15 04:00:00,32.73,1469.5,17840
2012-01-15 05:00:00,33.52,1392,17533
2012-01-15 06:00:00,33.15,1293.5,16814.75
2012-01-15 07:00:00,34.16,1200,17092.25
2012-01-15 08:00:00,39.3,1113.5,17808.5
2012-01-15 09:00:00,41.99,1019.25,18922.25
2012-01-15 10:00:00,41.5,928,19873.5
2012-01-15 11:00:00,45.14,877.5,21020.75
2012-01-15 12:00:00,43.61,842,21422.75
2012-01-15 13:00:00,39.19,853,21216.5
2012-01-15 14:00:00,38.4,890,20893.25
2012-01-15 15:00:00,38.3,904,20524.25
2012-01-15 16:00:00,39.58,919,20418.75
2012-01-15 17:00:00,46.65,953.5,22378
2012-01-15 18:00:00,56.53,981,23049
2012-01-15 19:00:00,56.19,1003,23145.25
2012-01-15 20:00:00,51.97,986.25,22369.75
2012-01-15 21:00:00,45.57,1012.25,21971.25
2012-01-15 22:00:00,46.7,1029,21951.5
2012-01-15 23:00:00,44.76,1166.25,20676.5
2012-01-16 00:00:00,41.94,1106,18797.5
2012-01-16 01:00:00,39.69,1100.5,18106.25
2012-01-16 02:00:00,38,1132,17909.25
2012-01-16 03:00:00,33.58,1157.75,18133.5
2012-01-16 04:00:00,33.47,1163.5,18458.5
2012-01-16 05:00:00,36.12,1148.25,19842.5
2012-01-16 06:00:00,42.29,1152.75,23511
2012-01-16 07:00:00,57.96,1160.75,26555.75
2012-01-16 08:00:00,60.89,1174.25,27671.25
2012-01-16 09:00:00,57.05,1237.5,27517.75
2012-01-16 10:00:00,56.18,1256.75,27865.75
2012-01-16 11:00:00,53.28,1301,28415.5
2012-01-16 12:00:00,53.19,1321,28446.5
2012-01-16 13:00:00,51.9,1369.25,28366.5
2012-01-16 14:00:00,49.08,1430.75,28292
2012-01-16 15:00:00,49.93,1501.5,27871.25
2012-01-16 16:00:00,52.42,1577,27505.25
2012-01-16 17:00:00,60.16,1650.5,28979
2012-01-16 18:00:00,70.45,1729.25,29186.75
2012-01-16 19:00:00,61.4,1882,28756
2012-01-16 20:00:00,53.26,2038.75,27456
2012-01-16 21:00:00,45.64,2157.75,26340.75
2012-01-16 22:00:00,46.96,2291.5,24782.25
2012-01-16 23:00:00,43.37,2387,22652.25
2012-01-17 00:00:00,40.14,2227.25,20769.75
2012-01-17 01:00:00,40.13,2301.25,20252.25
2012-01-17 02:00:00,39.93,2356,20389.25
2012-01-17 03:00:00,38.6,2399.5,20369.5
2012-01-17 04:00:00,38.08,2372.25,20862
2012-01-17 05:00:00,40.14,2304,21920
2012-01-17 06:00:00,46.63,2221.75,24998.25
2012-01-17 07:00:00,57.39,2133,27453.5
2012-01-17 08:00:00,59.28,2067.5,28494.5
2012-01-17 09:00:00,57.98,1982.75,28246.5
2012-01-17 10:00:00,54.12,1879.5,28600.75
2012-01-17 11:00:00,53.98,1835.75,28936.5
2012-01-17 12:00:00,52.22,1753.75,29020.75
2012-01-17 13:00:00,51.28,1688.25,28797.25
2012-01-17 14:00:00,49.95,1625.75,28338
2012-01-17 15:00:00,50.13,1540.75,28483.5
2012-01-17 16:00:00,53.6,1488.5,28387.75
2012-01-17 17:00:00,61.56,1470.25,29784.75
2012-01-17 18:00:00,68.2,1476.5,29938.75
2012-01-17 19:00:00,59.24,1488.5,29582.75
2012-01-17 20:00:00,52.15,1549.5,27799.25
2012-01-17 21:00:00,44.57,1636.5,26822.5
2012-01-17 22:00:00,46.73,1725.25,25618.75
2012-01-17 23:00:00,44.41,1825.25,23654.25
2012-01-18 00:00:00,42.5,1839.75,21672
2012-01-18 01:00:00,41.5,1933.75,21148
2012-01-18 02:00:00,40.29,2080,20950.75
2012-01-18 03:00:00,39.29,2243.75,21019
2012-01-18 04:00:00,39.38,2406.75,21140.25
2012-01-18 05:00:00,40.1,2497.5,22170.5
2012-01-18 06:00:00,45.6,2650.25,25211.75
2012-01-18 07:00:00,54.8,2876,27430.5
2012-01-18 08:00:00,62.75,3226.75,28532.5
2012-01-18 09:00:00,57.62,3612.25,28317
2012-01-18 10:00:00,47.7,3950.5,28698.25
2012-01-18 11:00:00,46.32,4045.5,29084
2012-01-18 12:00:00,44.59,4133.75,29204
2012-01-18 13:00:00,44,4282.75,28977.5
2012-01-18 14:00:00,43.12,4607.5,28537
2012-01-18 15:00:00,44.59,5063.75,28657
2012-01-18 16:00:00,44.3,5725,28574.25
2012-01-18 17:00:00,55.27,6459.25,29738
2012-01-18 18:00:00,47.18,7173.25,29818.75
2012-01-18 19:00:00,42.05,7601.25,29300
2012-01-18 20:00:00,44.19,7881.75,27390.5
2012-01-18 21:00:00,43.14,8012.75,26320.5
2012-01-18 22:00:00,41.34,8029,25281.25
2012-01-18 23:00:00,37.31,7915.25,23395
2012-01-19 00:00:00,32.18,8327.5,21889.25
2012-01-19 01:00:00,31,7798.75,21135.25
2012-01-19 02:00:00,31.05,7289.75,20698.5
2012-01-19 03:00:00,31.27,6842.75,20750
2012-01-19 04:00:00,32.7,6261.5,20757.5
2012-01-19 05:00:00,37.46,5823.5,21767.25
2012-01-19 06:00:00,46.59,5517.25,25088.75
2012-01-19 07:00:00,53.2,5388,27596.75
2012-01-19 08:00:00,54.73,5439,28565.5
2012-01-19 09:00:00,54.61,5537,28078.75
2012-01-19 10:00:00,53.2,5625.25,28435.75
2012-01-19 11:00:00,55.97,5639,28905.25
2012-01-19 12:00:00,53.23,5696.75,28767.25
2012-01-19 13:00:00,50.13,5899,28555
2012-01-19 14:00:00,45.62,6113,28214
2012-01-19 15:00:00,42.57,6258.75,27884
2012-01-19 16:00:00,42.17,6401.25,27849
2012-01-19 17:00:00,50.26,6497.5,29230.5
2012-01-19 18:00:00,57.97,6536,29534.5
2012-01-19 19:00:00,53.06,6480.25,28838.75
2012-01-19 20:00:00,46.78,6711.75,27306
2012-01-19 21:00:00,43.34,7032.25,26056.5
2012-01-19 22:00:00,44.33,7544,24791.75
2012-01-19 23:00:00,40.38,7889.25,22760.25
2012-01-20 00:00:00,31.8,10147.75,21616
2012-01-20 01:00:00,31.54,9907.25,20896.5
2012-01-20 02:00:00,30.23,9724,20657.75
2012-01-20 03:00:00,27.52,9659.25,20969
2012-01-20 04:00:00,28.05,9596.25,21305.5
2012-01-20 05:00:00,31.17,9526.5,22340.5
2012-01-20 06:00:00,39.33,9541,25118.25
2012-01-20 07:00:00,45.95,9428.25,27383.5
2012-01-20 08:00:00,49.91,9197,28343.75
2012-01-20 09:00:00,45.87,8970.5,28315.25
2012-01-20 10:00:00,45.62,8852.25,28723.75
2012-01-20 11:00:00,45.57,8754.5,28705
2012-01-20 12:00:00,46.08,8566,28909
2012-01-20 13:00:00,45.91,8255.25,28490.25
2012-01-20 14:00:00,46.47,7832.5,28237.75
2012-01-20 15:00:00,45.24,7234.25,27568.5
2012-01-20 16:00:00,47.48,6504.5,27698.25
2012-01-20 17:00:00,55.07,5894.5,28809.75
2012-01-20 18:00:00,58.46,5441.25,28761.5
2012-01-20 19:00:00,51.58,5174.5,27408
2012-01-20 20:00:00,46.44,4910.75,25522.25
2012-01-20 21:00:00,41.49,4710.25,24576
2012-01-20 22:00:00,44.25,4589,23832.25
2012-01-20 23:00:00,44.58,4536.25,22358.5
2012-01-21 00:00:00,47.55,4040,20750.5
2012-01-21 01:00:00,44,3976,19833
2012-01-21 02:00:00,39.88,3947.25,19287.5
2012-01-21 03:00:00,35.11,4011,19390.5
2012-01-21 04:00:00,33.15,4326.5,19400
2012-01-21 05:00:00,33.06,4847,19357.75
2012-01-21 06:00:00,33.07,5558.5,19083.5
2012-01-21 07:00:00,35.69,6432.25,19702.5
2012-01-21 08:00:00,39.56,7359.25,21190.5
2012-01-21 09:00:00,45,8244.5,22854.75
2012-01-21 10:00:00,43,9103,23894
2012-01-21 11:00:00,40.91,10013.5,24214.5
2012-01-21 12:00:00,40.54,10781.25,24381.75
2012-01-21 13:00:00,36.89,11189.5,23654.25
2012-01-21 14:00:00,33.29,11278,23170
2012-01-21 15:00:00,33.25,11168,22939.25
2012-01-21 16:00:00,34.41,11101.5,23194.25
2012-01-21 17:00:00,45.06,11005.25,24125.5
2012-01-21 18:00:00,46.89,11233,24036.5
2012-01-21 19:00:00,42.6,11399.25,23477.25
2012-01-21 20:00:00,36.94,11690,22137.25
2012-01-21 21:00:00,33.02,11956,21348
2012-01-21 22:00:00,32.74,12237,21218
2012-01-21 23:00:00,16.92,12446.25,20201.5
2012-01-22 00:00:00,27.28,12208,19024.5
2012-01-22 01:00:00,12.23,12293.5,18116.25
2012-01-22 02:00:00,0,12469.25,17441
2012-01-22 03:00:00,-0.05,12682,17393.75
2012-01-22 04:00:00,-3.53,12798.75,17210.5
2012-01-22 05:00:00,-10.05,12811,17003.25
2012-01-22 06:00:00,-100.08,12818.5,16114.25
2012-01-22 07:00:00,-10,12928.75,15774.5
2012-01-22 08:00:00,3.05,12911.75,17533.75
2012-01-22 09:00:00,0.57,12903.25,18673.75
2012-01-22 10:00:00,12.29,12806.25,20606
2012-01-22 11:00:00,28.06,12690.25,22361.5
2012-01-22 12:00:00,19.94,12434.75,22697.5
2012-01-22 13:00:00,16.81,11806.25,21901.75
2012-01-22 14:00:00,18.53,11074.75,21702.5
2012-01-22 15:00:00,18.52,10491,21583
2012-01-22 16:00:00,22.5,9994.25,21738.75
2012-01-22 17:00:00,39.93,9598.75,22943.5
2012-01-22 18:00:00,42.89,9202.25,23024
2012-01-22 19:00:00,45.32,8988,22828.5
2012-01-22 20:00:00,38.98,8667.25,21804.5
2012-01-22 21:00:00,34.4,8253.75,20883.25
2012-01-22 22:00:00,36.95,7769.75,20935.75
2012-01-22 23:00:00,33.24,7360.75,19774.5
2012-01-23 00:00:00,31.97,6503,18736
2012-01-23 01:00:00,31.32,5906.5,18388
2012-01-23 02:00:00,30.95,5472.25,18157.5
2012-01-23 03:00:00,28.04,5004.25,18511.5
2012-01-23 04:00:00,28.02,4660,18831.5
2012-01-23 05:00:00,31.63,4273.25,20181
2012-01-23 06:00:00,41.15,3952.75,23971
2012-01-23 07:00:00,52.06,3606.5,26140.5
2012-01-23 08:00:00,55.01,3450.25,27492.75
2012-01-23 09:00:00,50.97,3426,27341.5
2012-01-23 10:00:00,50.79,3481.25,27768.25
2012-01-23 11:00:00,51.51,3646,28245
2012-01-23 12:00:00,50.06,3775.25,28213
2012-01-23 13:00:00,47.9,3847.25,27970.25
2012-01-23 14:00:00,46.82,3769,27890.5
2012-01-23 15:00:00,45.07,3661.25,27697.25
2012-01-23 16:00:00,47.42,3452.25,27364.75
2012-01-23 17:00:00,55.05,3236.75,28223.25
2012-01-23 18:00:00,60.2,3105.75,28200.75
2012-01-23 19:00:00,55.15,3058.5,27546.75
2012-01-23 20:00:00,47.41,3071.25,25964
2012-01-23 21:00:00,40.57,2953,24751.75
2012-01-23 22:00:00,39.69,2844,23785
2012-01-23 23:00:00,37.44,2631.75,22560.75
2012-01-24 00:00:00,40.23,2542.25,21587.5
2012-01-24 01:00:00,38.35,2430.75,20600
2012-01-24 02:00:00,35.81,2312.5,20160
2012-01-24 03:00:00,34.42,2249,20405
2012-01-24 04:00:00,35.16,2148.5,20708.5
2012-01-24 05:00:00,37.34,2047.25,21895.5
2012-01-24 06:00:00,42,1918,25458.5
2012-01-24 07:00:00,55.07,1782,27907.5
2012-01-24 08:00:00,54.93,1647.5,28490.75
2012-01-24 09:00:00,55.93,1584.25,28584
2012-01-24 10:00:00,54.27,1458.75,28957
2012-01-24 11:00:00,53.99,1333.75,29407
2012-01-24 12:00:00,52.97,1236.75,29682.5
2012-01-24 13:00:00,52.35,1159,29560.25
2012-01-24 14:00:00,51.2,1114.25,29191.75
2012-01-24 15:00:00,50.97,1103,29167.5
2012-01-24 16:00:00,55.08,1060.25,28972
2012-01-24 17:00:00,64.5,1009.75,29846.25
2012-01-24 18:00:00,67.01,962,29785.5
2012-01-24 19:00:00,59.32,871,29128
2012-01-24 20:00:00,52.99,792.5,27611.25
2012-01-24 21:00:00,47.96,721.25,26229.25
2012-01-24 22:00:00,47.96,687.25,25229.75
2012-01-24 23:00:00,44.61,652,23013.5
2012-01-25 00:00:00,41.8,422,21597.25
2012-01-25 01:00:00,39.48,441.5,20990.25
2012-01-25 02:00:00,38.27,464.25,20484.25
2012-01-25 03:00:00,37.18,503,20539.25
2012-01-25 04:00:00,37,541.75,20783.25
2012-01-25 05:00:00,38.5,554.5,21945.25
2012-01-25 06:00:00,43.16,613.75,25482.5
2012-01-25 07:00:00,58.01,712.5,28202.75
2012-01-25 08:00:00,58.04,866,28750
2012-01-25 09:00:00,55.07,1014.25,28792.25
2012-01-25 10:00:00,51.5,1120.5,29247
2012-01-25 11:00:00,50.24,1210,29652
2012-01-25 12:00:00,47.51,1251,29863.25
2012-01-25 13:00:00,45.87,1274.5,29763
2012-01-25 14:00:00,45.13,1329.25,29311.75
2012-01-25 15:00:00,45.11,1423.5,29246.75
2012-01-25 16:00:00,46.52,1578,29009.75
2012-01-25 17:00:00,58.02,1770.25,29980.75
2012-01-25 18:00:00,66.09,2038,30019
2012-01-25 19:00:00,53.99,2330.75,29431.5
2012-01-25 20:00:00,47.16,2592.5,27788.75
2012-01-25 21:00:00,45.35,2801.5,26443.5
2012-01-25 22:00:00,42.52,2956.75,25362
2012-01-25 23:00:00,40.28,3017.5,23042.5
2012-01-26 00:00:00,38.86,3021.5,21464.75
2012-01-26 01:00:00,37.73,3035.25,20975
2012-01-26 02:00:00,36.45,3046,20472
2012-01-26 03:00:00,33.59,3148.25,20587.5
2012-01-26 04:00:00,33.96,3343.75,20791.25
2012-01-26 05:00:00,35.71,3556,21868.25
2012-01-26 06:00:00,42.29,3778,25026
2012-01-26 07:00:00,54.54,4037.75,27565.25
2012-01-26 08:00:00,57.78,4243.25,28169
2012-01-26 09:00:00,51.96,4385.25,27900.5
2012-01-26 10:00:00,48.51,4468.75,28283.25
2012-01-26 11:00:00,46.3,4446.5,28543.5
2012-01-26 12:00:00,42.23,4527.75,28682.5
2012-01-26 13:00:00,42.81,4669.5,28819
2012-01-26 14:00:00,43.15,4889.25,28540.75
2012-01-26 15:00:00,45.29,5081,28449.75
2012-01-26 16:00:00,46.26,5312.5,27991.5
2012-01-26 17:00:00,57.25,5541,28753.5
2012-01-26 18:00:00,58.51,5715.25,29226.5
2012-01-26 19:00:00,55.06,5743,28723.25
2012-01-26 20:00:00,49,5564.25,27146.75
2012-01-26 21:00:00,42.91,5261,25750.5
2012-01-26 22:00:00,44.94,4887.75,23818.5
2012-01-26 23:00:00,39.29,4584.5,22102.75
2012-01-27 00:00:00,40.58,4897.75,21318
2012-01-27 01:00:00,39.32,4532.5,20801.25
2012-01-27 02:00:00,37.96,4198.5,20590.5
2012-01-27 03:00:00,34.95,3862.5,20843.5
2012-01-27 04:00:00,34.31,3575,21285.5
2012-01-27 05:00:00,39.65,3336.5,22488.25
2012-01-27 06:00:00,42.8,3090,25895.25
2012-01-27 07:00:00,51.97,2922,28553.75
2012-01-27 08:00:00,55.94,2732.5,29291.5
2012-01-27 09:00:00,59.15,2577.5,28917.5
2012-01-27 10:00:00,58.54,2420.75,28883
2012-01-27 11:00:00,56.68,2241.25,29304.25
2012-01-27 12:00:00,58,1972,29066
2012-01-27 13:00:00,51.56,1822.75,28355.5
2012-01-27 14:00:00,47.8,1743,27874
2012-01-27 15:00:00,45.34,1757.75,27434
2012-01-27 16:00:00,46.04,1821.25,27638
2012-01-27 17:00:00,59.41,1850.75,28911.25
2012-01-27 18:00:00,65.04,1904.75,29247.5
2012-01-27 19:00:00,59.7,1928,28452.5
2012-01-27 20:00:00,47.99,1871,26797.5
2012-01-27 21:00:00,44.75,1784.25,26055.25
2012-01-27 22:00:00,47.91,1700,25042.25
2012-01-27 23:00:00,44.75,1602.75,23080.5
2012-01-28 00:00:00,45.5,1202,21035.5
2012-01-28 01:00:00,40.97,1087.75,20459.75
2012-01-28 02:00:00,38.81,997.25,20189.5
2012-01-28 03:00:00,36.57,982,19841
2012-01-28 04:00:00,36.58,950.5,19731.75
2012-01-28 05:00:00,36.06,937.75,19686
2012-01-28 06:00:00,36.97,914.5,19749.5
2012-01-28 07:00:00,39.99,906,20896.25
2012-01-28 08:00:00,43.64,874.75,22777.5
2012-01-28 09:00:00,48.99,816.25,24084.25
2012-01-28 10:00:00,51.87,768.75,24859.75
2012-01-28 11:00:00,52.39,664.5,25069.25
2012-01-28 12:00:00,52.92,642.25,24766.75
2012-01-28 13:00:00,49.58,607.25,23910.25
2012-01-28 14:00:00,44.29,680,23431.25
2012-01-28 15:00:00,42.64,802,23279.75
2012-01-28 16:00:00,43,981,23315.75
2012-01-28 17:00:00,53.28,1138.5,24951.5
2012-01-28 18:00:00,60.42,1257.75,25754.5
2012-01-28 19:00:00,56.99,1306.25,25082.75
2012-01-28 20:00:00,47.98,1313.5,23815.25
2012-01-28 21:00:00,41.16,1291,22866.25
2012-01-28 22:00:00,45.12,1291,22626.25
2012-01-28 23:00:00,42.42,1301,21450.5
2012-01-29 00:00:00,42.52,1400.5,19428.25
2012-01-29 01:00:00,39.24,1457.5,18837
2012-01-29 02:00:00,38.43,1536,18717
2012-01-29 03:00:00,35,1606.5,18623
2012-01-29 04:00:00,33.53,1675.75,18690.5
2012-01-29 05:00:00,33.38,1746.5,18444.25
2012-01-29 06:00:00,33.74,1860,17784.75
2012-01-29 07:00:00,35.12,1974.25,17852.5
2012-01-29 08:00:00,35.88,2010,18850.25
2012-01-29 09:00:00,40.5,2029.75,20331.75
2012-01-29 10:00:00,44.35,2111.75,21413.5
2012-01-29 11:00:00,47.99,2210,22743.25
2012-01-29 12:00:00,49.93,2327.5,22749.75
2012-01-29 13:00:00,44.32,2473.25,22407.5
2012-01-29 14:00:00,40.08,2761.5,21960.75
2012-01-29 15:00:00,38.07,3055.25,21677.75
2012-01-29 16:00:00,37.9,3303.25,21208.25
2012-01-29 17:00:00,45.9,3538.75,22650.75
2012-01-29 18:00:00,55.97,3711.5,23616.5
2012-01-29 19:00:00,55.78,3786.5,23419.5
2012-01-29 20:00:00,48.96,3779.25,22817
2012-01-29 21:00:00,39.16,3736.5,22010
2012-01-29 22:00:00,44.93,3731,22385.25
2012-01-29 23:00:00,35.26,3769.75,20717.5
2012-01-30 00:00:00,34.99,3989.5,19311
2012-01-30 01:00:00,34.18,4092,18648.25
2012-01-30 02:00:00,32.55,4193,18518.5
2012-01-30 03:00:00,30.08,4321.25,18917.75
2012-01-30 04:00:00,29.67,4380.75,19217.5
2012-01-30 05:00:00,32.19,4433,20356
2012-01-30 06:00:00,40.06,4490,23927.75
2012-01-30 07:00:00,51.35,4530.5,26775.25
2012-01-30 08:00:00,55.97,4550.25,27619
2012-01-30 09:00:00,52.91,4548.5,27848.5
2012-01-30 10:00:00,49.08,4490.5,28206.25
2012-01-30 11:00:00,49.9,4448.75,28461.5
2012-01-30 12:00:00,46.65,4476.5,28213.5
2012-01-30 13:00:00,46.65,4577.5,28034.25
2012-01-30 14:00:00,45.41,4804.75,27630.75
2012-01-30 15:00:00,46.48,5033.5,27184.25
2012-01-30 16:00:00,49.93,5161,26743.25
2012-01-30 17:00:00,58.71,5263,27891.5
2012-01-30 18:00:00,59.28,5330,28256.25
2012-01-30 19:00:00,51.59,5360.5,27799
2012-01-30 20:00:00,45.39,5256.25,26209.25
2012-01-30 21:00:00,42.19,5067.25,25070
2012-01-30 22:00:00,40.66,4898,24285.25
2012-01-30 23:00:00,37.54,4730.75,22296.5
2012-01-31 00:00:00,38.24,5005.75,21333
2012-01-31 01:00:00,37.94,4994.25,20553.75
2012-01-31 02:00:00,37.84,4956.75,20376
2012-01-31 03:00:00,36.69,4895.5,20567.25
2012-01-31 04:00:00,37.02,4884.5,20765
2012-01-31 05:00:00,38.38,4922.25,21703.5
2012-01-31 06:00:00,45.95,4947.75,24631.5
2012-01-31 07:00:00,55.01,4937,27210
2012-01-31 08:00:00,60.8,4872.25,27897
2012-01-31 09:00:00,60.91,4858.75,27838.75
2012-01-31 10:00:00,52.97,4874,28124.25
