item_id,channel_id,dense_feat_0,dense_feat_1,dense_feat_2,dense_feat_3,dense_feat_4,dense_feat_5,dense_feat_6,dense_feat_7
66,0,0.40442494288519115,0.5446473574026356,0.6216928996348438,0.3793560782249866,0.5421294535799384,0.12091936113913404,0.6806972386680347,0.28711926168416746
67,0,0.9197828107781584,0.03603381742856948,0.17477200416093996,0.38913467710118577,0.9521426972954208,0.3000289194759296,0.16046764388760104,0.8863046660865599
68,0,0.23804352363851355,0.5808872741477971,0.14587015406129888,0.3356309789438825,0.6255279710627106,0.3613056815897162,0.9109939876750018,0.8784926238627397
69,1,0.05994429824957326,0.06107853706678734,0.9077329574850395,0.739883917829101,0.8980623572137351,0.6725823112965214,0.5289399290308832,0.30444636434737826
70,0,0.0030995410843868143,0.5973029395241212,0.6490783347058682,0.005189627256445006,0.9702218038935838,0.6638660678862631,0.29314440250656504,0.20036432194119402
71,0,0.607249374011541,0.4776465028764161,0.2839999767621011,0.238413280924058,0.5145127432987567,0.36792758053704133,0.45651989126265535,0.3374773817642399
72,1,0.5927802706766085,0.3545060537517365,0.657019774194,0.6523089527415252,0.8217185635803377,0.40276675967318376,0.03756505250392839,0.984631622969307
73,0,0.7214066679599525,0.6375826945307929,0.8130538632474607,0.97622566345382,0.8897936564455402,0.7645619743577086,0.6982484778182906,0.3354981696758996
74,0,0.7652705837982595,0.02168872387633991,0.1372513505241385,0.2606286668926199,0.8710825724384453,0.17941006987348884,0.43327873287588714,0.3251179092154215
75,1,0.5896947230135507,0.745398073947293,0.8481503803469849,0.9358320802167885,0.983426242260642,0.3998016922245259,0.3803351835275731,0.14780867669727238
76,0,0.18906265986533421,0.8987595875714912,0.008931265005901357,0.09023297948969078,0.6191827996155763,0.3824400994297641,0.09656287855673873,0.9849333082108261
77,0,0.058534922235558784,0.4706209039180729,0.11583400130088528,0.45705876133136736,0.9799623263423093,0.4237063534554728,0.8571249175045673,0.11731556418319389
78,1,0.45825901183331563,0.23526284396508435,0.058870283301051485,0.1238444175177672,0.8567552470696483,0.39966737210144765,0.38139715343088765,0.02197363549292175
79,1,0.6145276998103207,0.07004219014464463,0.8224067383556903,0.6534211611136369,0.7263424644178352,0.5369230010823904,0.11047711099174473,0.4050356132969499
80,1,0.2811529660302623,0.7139271946992749,0.5615772808883654,0.399660014434043,0.5308601305358718,0.08523306029452005,0.665677730998295,0.02963481813030122
81,1,0.10329815508513862,0.8671671591051991,0.029190234848913255,0.534916854927084,0.4042436179392588,0.5241838603937582,0.3650998770600098,0.19056691494006806
82,0,0.8483401501040891,0.7706744957177106,0.720527517596006,0.6334148214970813,0.3073761171142161,0.5372790253558078,0.2745750488444898,0.008689918369159555
83,1,0.26503969836448205,0.06614946211695472,0.06560486720992564,0.8562761796227819,0.16212026070883323,0.559682405823448,0.7734555444490305,0.4564095653390666
84,0,0.3321908876269768,0.712926852948846,0.42694341039831996,0.30169246606111744,0.07041083113461433,0.42184451781974464,0.38831960355648254,0.16039353630656406
85,1,0.8956912912102034,0.39256878846215104,0.8783724953799941,0.6907847761565296,0.9873487570739682,0.7592824517166681,0.3645446259967866,0.5010631728347521
86,1,0.25402523104035724,0.5510791485078967,0.13190324974037926,0.20051601291999177,0.5140544718305786,0.09749338421508524,0.8518536993666015,0.39554382979754565
87,1,0.04680635471218875,0.9707314427706328,0.0038603515102610952,0.1785799680576563,0.6128667531169923,0.0813695988533053,0.8818965030968323,0.7196201578422882
88,0,0.328378949371245,0.8026921398967778,0.8363640274815304,0.41527994670583834,0.4156082609352576,0.936617108190112,0.7221840238377362,0.032901334553351536
89,0,0.0013833499989991394,0.24768502249231594,0.3182335091770624,0.8587774682319022,0.458503167066445,0.44458728781130075,0.3361022663998874,0.8806781230470796
90,1,0.9001021310082847,0.40430652630881414,0.8953451139192837,0.06508248144298467,0.6854773810184683,0.23107005093164346,0.5388685033951495,0.7730349761698232
91,0,0.9227566102253654,0.2940766623831661,0.45309424544887844,0.4939578339872235,0.7781715954502542,0.8442349615530241,0.1390727011486128,0.4269043602110737
92,1,0.07896990938509474,0.7268779657960962,0.9754241344063233,0.7820893772259256,0.24704521205543772,0.03656098562972987,0.40692193141294786,0.8777507883922576
93,1,0.24655693981115612,0.5964330653496227,0.11752564290363765,0.9758838684185334,0.9325612038573404,0.3917969385646658,0.24217859412608544,0.2503982128535728
94,1,0.024753079116290766,0.007468317744918851,0.9274025515340485,0.6931528030142677,0.7051475406390798,0.5960649900811572,0.5372356545502976,0.4555785607690829
95,1,0.8975427646494055,0.7699671862500889,0.35742465159471304,0.6216654364532578,0.2885699576516956,0.8743999170748423,0.11242731721231125,0.21243436129404103
96,1,0.611327420197621,0.3676261733862233,0.7262271830954212,0.6780594102120125,0.14469113946367773,0.16804252136797992,0.06443544524575595,0.26433275795171596
97,1,0.9323939389604944,0.2153982043432382,0.8583376386342625,0.8028933715613342,0.15914623694224284,0.6057119572702788,0.11566187190501331,0.7278881583695115
98,0,0.5546033889944744,0.02575645952958272,0.05732062395560056,0.08006109334043365,0.5171372763282698,0.7551061787832721,0.032273288206079664,0.4566875932585548
99,0,0.10721074542854603,0.8173391114616214,0.47314297846564424,0.8822836719191074,0.733289134316726,0.4097262056307436,0.37351101415568366,0.5156383466512517
